au_id,stratum_code,selected_top_90_stratum,area_ha,stand_count,bec_group,bec_zone_code,bec_subzone,bec_variant,species_combo,si_class,mean_si,curve_lane,mp11_curve_role,mp11_source_table,phase10_gate,mp11_parameter_status,phase5_natural_curve_available,mp10_fallback_confidence,candidate_future_genetic_gain,dependency_status,review_status,fallback_or_review_note,downstream_use,model_input_status
cwhvm1_hw_cw_l,CWHvm1_HW+CW,True,7117.880299,1112,CWHvm1,CWH,vm,1.0,HW+CW,L,16.006294,recent_managed,recent managed stands established 2001-2023,Table 55,p10_5_managed_parser_review,parser_review_required,True,high,not_applicable,public_table_fragmented,p10_5_parser_review_required,high-confidence nearest MP10 row by species/SI similarity,phase10_curve_lane_crosswalk_only,not_model_input
cwhvm1_hw_cw_l,CWHvm1_HW+CW,True,7117.880299,1112,CWHvm1,CWH,vm,1.0,HW+CW,L,16.006294,future_managed,future managed stands,Table 57,p10_5_managed_parser_review,parser_review_required,True,low,Cw=21.0%; Hw low-elevation restricted=1.7%,public_table_fragmented,p10_5_parser_review_required,low-confidence nearest MP10 row; review species/SI mismatch before executable BatchTIPSY use,phase10_curve_lane_crosswalk_only,not_model_input
cwhvm1_hw_ba_h,CWHvm1_HW+BA,True,6336.709216,531,CWHvm1,CWH,vm,1.0,HW+BA,H,31.16949,natural_unmanaged,natural_or_existing_unmanaged,VDYP 7.33b public natural-stand strategy,p10_4_natural_curve_diagnostics,public_vdyp_curve_available,True,not_applicable,not_applicable,public_vdyp,p10_4_review_required,Existing Phase 5 natural curve available for comparison.,phase10_curve_lane_crosswalk_only,not_model_input
cwhvm1_hw_ba_h,CWHvm1_HW+BA,True,6336.709216,531,CWHvm1,CWH,vm,1.0,HW+BA,H,31.16949,early_managed,existing managed stands established 1961-2000,Table 54,p10_5_managed_parser_review,parser_review_required,True,high,not_applicable,public_table_fragmented,p10_5_parser_review_required,high-confidence nearest MP10 row by species/SI similarity,phase10_curve_lane_crosswalk_only,not_model_input
cwhvm1_hw_ba_h,CWHvm1_HW+BA,True,6336.709216,531,CWHvm1,CWH,vm,1.0,HW+BA,H,31.16949,recent_managed,recent managed stands established 2001-2023,Table 55,p10_5_managed_parser_review,parser_review_required,True,high,not_applicable,public_table_fragmented,p10_5_parser_review_required,high-confidence nearest MP10 row by species/SI similarity,phase10_curve_lane_crosswalk_only,not_model_input
cwhvm1_hw_ba_h,CWHvm1_HW+BA,True,6336.709216,531,CWHvm1,CWH,vm,1.0,HW+BA,H,31.16949,future_managed,future managed stands,Table 57,p10_5_managed_parser_review,parser_review_required,True,high,Hw low-elevation restricted=1.7%,public_table_fragmented,p10_5_parser_review_required,high-confidence nearest MP10 row by species/SI similarity,phase10_curve_lane_crosswalk_only,not_model_input
cwhvm1_hw_ba_l,CWHvm1_HW+BA,True,6328.040635,952,CWHvm1,CWH,vm,1.0,HW+BA,L,17.142857,natural_unmanaged,natural_or_existing_unmanaged,VDYP 7.33b public natural-stand strategy,p10_4_natural_curve_diagnostics,public_vdyp_curve_available,True,not_applicable,not_applicable,public_vdyp,p10_4_review_required,Existing Phase 5 natural curve available for comparison.,phase10_curve_lane_crosswalk_only,not_model_input
cwhvm1_hw_ba_l,CWHvm1_HW+BA,True,6328.040635,952,CWHvm1,CWH,vm,1.0,HW+BA,L,17.142857,early_managed,existing managed stands established 1961-2000,Table 54,p10_5_managed_parser_review,parser_review_required,True,high,not_applicable,public_table_fragmented,p10_5_parser_review_required,high-confidence nearest MP10 row by species/SI similarity,phase10_curve_lane_crosswalk_only,not_model_input
cwhvm1_hw_ba_l,CWHvm1_HW+BA,True,6328.040635,952,CWHvm1,CWH,vm,1.0,HW+BA,L,17.142857,recent_managed,recent managed stands established 2001-2023,Table 55,p10_5_managed_parser_review,parser_review_required,True,high,not_applicable,public_table_fragmented,p10_5_parser_review_required,high-confidence nearest MP10 row by species/SI similarity,phase10_curve_lane_crosswalk_only,not_model_input
cwhvm1_hw_ba_l,CWHvm1_HW+BA,True,6328.040635,952,CWHvm1,CWH,vm,1.0,HW+BA,L,17.142857,future_managed,future managed stands,Table 57,p10_5_managed_parser_review,parser_review_required,True,high,Hw low-elevation restricted=1.7%,public_table_fragmented,p10_5_parser_review_required,high-confidence nearest MP10 row by species/SI similarity,phase10_curve_lane_crosswalk_only,not_model_input
cwhvm1_cw_hw_h,CWHvm1_CW+HW,True,6154.404369,717,CWHvm1,CWH,vm,1.0,CW+HW,H,23.790794,natural_unmanaged,natural_or_existing_unmanaged,VDYP 7.33b public natural-stand strategy,p10_4_natural_curve_diagnostics,public_vdyp_curve_available,True,not_applicable,not_applicable,public_vdyp,p10_4_review_required,Existing Phase 5 natural curve available for comparison.,phase10_curve_lane_crosswalk_only,not_model_input
cwhvm1_cw_hw_h,CWHvm1_CW+HW,True,6154.404369,717,CWHvm1,CWH,vm,1.0,CW+HW,H,23.790794,early_managed,existing managed stands established 1961-2000,Table 54,p10_5_managed_parser_review,parser_review_required,True,high,not_applicable,public_table_fragmented,p10_5_parser_review_required,high-confidence nearest MP10 row by species/SI similarity,phase10_curve_lane_crosswalk_only,not_model_input
cwhvm1_cw_hw_h,CWHvm1_CW+HW,True,6154.404369,717,CWHvm1,CWH,vm,1.0,CW+HW,H,23.790794,recent_managed,recent managed stands established 2001-2023,Table 55,p10_5_managed_parser_review,parser_review_required,True,high,not_applicable,public_table_fragmented,p10_5_parser_review_required,high-confidence nearest MP10 row by species/SI similarity,phase10_curve_lane_crosswalk_only,not_model_input
cwhvm1_cw_hw_h,CWHvm1_CW+HW,True,6154.404369,717,CWHvm1,CWH,vm,1.0,CW+HW,H,23.790794,future_managed,future managed stands,Table 57,p10_5_managed_parser_review,parser_review_required,True,medium,Cw=21.0%; Hw low-elevation restricted=1.7%,public_table_fragmented,p10_5_parser_review_required,"medium-confidence nearest MP10 row; acceptable for planning crosswalk, review before final curve QA",phase10_curve_lane_crosswalk_only,not_model_input
cwhvm1_cw_hw_l,CWHvm1_CW+HW,True,6107.943901,927,CWHvm1,CWH,vm,1.0,CW+HW,L,13.363539,natural_unmanaged,natural_or_existing_unmanaged,VDYP 7.33b public natural-stand strategy,p10_4_natural_curve_diagnostics,public_vdyp_curve_available,True,not_applicable,not_applicable,public_vdyp,p10_4_review_required,Existing Phase 5 natural curve available for comparison.,phase10_curve_lane_crosswalk_only,not_model_input
cwhvm1_cw_hw_l,CWHvm1_CW+HW,True,6107.943901,927,CWHvm1,CWH,vm,1.0,CW+HW,L,13.363539,early_managed,existing managed stands established 1961-2000,Table 54,p10_5_managed_parser_review,parser_review_required,True,medium,not_applicable,public_table_fragmented,p10_5_parser_review_required,"medium-confidence nearest MP10 row; acceptable for planning crosswalk, review before final curve QA",phase10_curve_lane_crosswalk_only,not_model_input
cwhvm1_cw_hw_l,CWHvm1_CW+HW,True,6107.943901,927,CWHvm1,CWH,vm,1.0,CW+HW,L,13.363539,recent_managed,recent managed stands established 2001-2023,Table 55,p10_5_managed_parser_review,parser_review_required,True,low,not_applicable,public_table_fragmented,p10_5_parser_review_required,low-confidence nearest MP10 row; review species/SI mismatch before executable BatchTIPSY use,phase10_curve_lane_crosswalk_only,not_model_input
cwhvm1_cw_hw_l,CWHvm1_CW+HW,True,6107.943901,927,CWHvm1,CWH,vm,1.0,CW+HW,L,13.363539,future_managed,future managed stands,Table 57,p10_5_managed_parser_review,parser_review_required,True,medium,Cw=21.0%; Hw low-elevation restricted=1.7%,public_table_fragmented,p10_5_parser_review_required,"medium-confidence nearest MP10 row; acceptable for planning crosswalk, review before final curve QA",phase10_curve_lane_crosswalk_only,not_model_input
cwhvm1_hw_m,CWHvm1_HW,True,4138.939451,448,CWHvm1,CWH,vm,1.0,HW,M,26.361607,natural_unmanaged,natural_or_existing_unmanaged,VDYP 7.33b public natural-stand strategy,p10_4_natural_curve_diagnostics,public_vdyp_curve_available,True,not_applicable,not_applicable,public_vdyp,p10_4_review_required,Existing Phase 5 natural curve available for comparison.,phase10_curve_lane_crosswalk_only,not_model_input
cwhvm1_hw_m,CWHvm1_HW,True,4138.939451,448,CWHvm1,CWH,vm,1.0,HW,M,26.361607,early_managed,existing managed stands established 1961-2000,Table 54,p10_5_managed_parser_review,parser_review_required,True,high,not_applicable,public_table_fragmented,p10_5_parser_review_required,high-confidence nearest MP10 row by species/SI similarity,phase10_curve_lane_crosswalk_only,not_model_input
cwhvm1_hw_m,CWHvm1_HW,True,4138.939451,448,CWHvm1,CWH,vm,1.0,HW,M,26.361607,recent_managed,recent managed stands established 2001-2023,Table 55,p10_5_managed_parser_review,parser_review_required,True,medium,not_applicable,public_table_fragmented,p10_5_parser_review_required,"medium-confidence nearest MP10 row; acceptable for planning crosswalk, review before final curve QA",phase10_curve_lane_crosswalk_only,not_model_input
cwhvm1_hw_m,CWHvm1_HW,True,4138.939451,448,CWHvm1,CWH,vm,1.0,HW,M,26.361607,future_managed,future managed stands,Table 57,p10_5_managed_parser_review,parser_review_required,True,medium,Hw low-elevation restricted=1.7%,public_table_fragmented,p10_5_parser_review_required,"medium-confidence nearest MP10 row; acceptable for planning crosswalk, review before final curve QA",phase10_curve_lane_crosswalk_only,not_model_input
cwhvm1_hw_ss_l,CWHvm1_HW+SS,True,4135.63912,463,CWHvm1,CWH,vm,1.0,HW+SS,L,24.460043,natural_unmanaged,natural_or_existing_unmanaged,VDYP 7.33b public natural-stand strategy,p10_4_natural_curve_diagnostics,public_vdyp_curve_available,True,not_applicable,not_applicable,public_vdyp,p10_4_review_required,Existing Phase 5 natural curve available for comparison.,phase10_curve_lane_crosswalk_only,not_model_input
cwhvm1_hw_ss_l,CWHvm1_HW+SS,True,4135.63912,463,CWHvm1,CWH,vm,1.0,HW+SS,L,24.460043,early_managed,existing managed stands established 1961-2000,Table 54,p10_5_managed_parser_review,parser_review_required,True,high,not_applicable,public_table_fragmented,p10_5_parser_review_required,high-confidence nearest MP10 row by species/SI similarity,phase10_curve_lane_crosswalk_only,not_model_input
cwhvm1_hw_ss_l,CWHvm1_HW+SS,True,4135.63912,463,CWHvm1,CWH,vm,1.0,HW+SS,L,24.460043,recent_managed,recent managed stands established 2001-2023,Table 55,p10_5_managed_parser_review,parser_review_required,True,medium,not_applicable,public_table_fragmented,p10_5_parser_review_required,"medium-confidence nearest MP10 row; acceptable for planning crosswalk, review before final curve QA",phase10_curve_lane_crosswalk_only,not_model_input
cwhvm1_hw_ss_l,CWHvm1_HW+SS,True,4135.63912,463,CWHvm1,CWH,vm,1.0,HW+SS,L,24.460043,future_managed,future managed stands,Table 57,p10_5_managed_parser_review,parser_review_required,True,medium,Hw low-elevation restricted=1.7%,public_table_fragmented,p10_5_parser_review_required,"medium-confidence nearest MP10 row; acceptable for planning crosswalk, review before final curve QA",phase10_curve_lane_crosswalk_only,not_model_input
cwhvm1_cw_hw_m,CWHvm1_CW+HW,True,4015.120247,568,CWHvm1,CWH,vm,1.0,CW+HW,M,18.586267,natural_unmanaged,natural_or_existing_unmanaged,VDYP 7.33b public natural-stand strategy,p10_4_natural_curve_diagnostics,public_vdyp_curve_available,True,not_applicable,not_applicable,public_vdyp,p10_4_review_required,Existing Phase 5 natural curve available for comparison.,phase10_curve_lane_crosswalk_only,not_model_input
cwhvm1_cw_hw_m,CWHvm1_CW+HW,True,4015.120247,568,CWHvm1,CWH,vm,1.0,CW+HW,M,18.586267,early_managed,existing managed stands established 1961-2000,Table 54,p10_5_managed_parser_review,parser_review_required,True,high,not_applicable,public_table_fragmented,p10_5_parser_review_required,high-confidence nearest MP10 row by species/SI similarity,phase10_curve_lane_crosswalk_only,not_model_input
cwhvm1_cw_hw_m,CWHvm1_CW+HW,True,4015.120247,568,CWHvm1,CWH,vm,1.0,CW+HW,M,18.586267,recent_managed,recent managed stands established 2001-2023,Table 55,p10_5_managed_parser_review,parser_review_required,True,medium,not_applicable,public_table_fragmented,p10_5_parser_review_required,"medium-confidence nearest MP10 row; acceptable for planning crosswalk, review before final curve QA",phase10_curve_lane_crosswalk_only,not_model_input
cwhvm1_cw_hw_m,CWHvm1_CW+HW,True,4015.120247,568,CWHvm1,CWH,vm,1.0,CW+HW,M,18.586267,future_managed,future managed stands,Table 57,p10_5_managed_parser_review,parser_review_required,True,medium,Cw=21.0%; Hw low-elevation restricted=1.7%,public_table_fragmented,p10_5_parser_review_required,"medium-confidence nearest MP10 row; acceptable for planning crosswalk, review before final curve QA",phase10_curve_lane_crosswalk_only,not_model_input
cwhvm2_hw_ba_h,CWHvm2_HW+BA,True,3577.020254,326,CWHvm2,CWH,vm,2.0,HW+BA,H,27.7454,natural_unmanaged,natural_or_existing_unmanaged,VDYP 7.33b public natural-stand strategy,p10_4_natural_curve_diagnostics,public_vdyp_curve_available,True,not_applicable,not_applicable,public_vdyp,p10_4_review_required,Existing Phase 5 natural curve available for comparison.,phase10_curve_lane_crosswalk_only,not_model_input
cwhvm2_hw_ba_h,CWHvm2_HW+BA,True,3577.020254,326,CWHvm2,CWH,vm,2.0,HW+BA,H,27.7454,early_managed,existing managed stands established 1961-2000,Table 54,p10_5_managed_parser_review,parser_review_required,True,high,not_applicable,public_table_fragmented,p10_5_parser_review_required,high-confidence nearest MP10 row by species/SI similarity,phase10_curve_lane_crosswalk_only,not_model_input
cwhvm2_hw_ba_h,CWHvm2_HW+BA,True,3577.020254,326,CWHvm2,CWH,vm,2.0,HW+BA,H,27.7454,recent_managed,recent managed stands established 2001-2023,Table 55,p10_5_managed_parser_review,parser_review_required,True,high,not_applicable,public_table_fragmented,p10_5_parser_review_required,high-confidence nearest MP10 row by species/SI similarity,phase10_curve_lane_crosswalk_only,not_model_input
cwhvm2_hw_ba_h,CWHvm2_HW+BA,True,3577.020254,326,CWHvm2,CWH,vm,2.0,HW+BA,H,27.7454,future_managed,future managed stands,Table 57,p10_5_managed_parser_review,parser_review_required,True,high,Hw high-elevation restricted=1.1%,public_table_fragmented,p10_5_parser_review_required,high-confidence nearest MP10 row by species/SI similarity,phase10_curve_lane_crosswalk_only,not_model_input
cwhvm2_hw_ba_l,CWHvm2_HW+BA,True,3095.371233,448,CWHvm2,CWH,vm,2.0,HW+BA,L,13.790178,natural_unmanaged,natural_or_existing_unmanaged,VDYP 7.33b public natural-stand strategy,p10_4_natural_curve_diagnostics,public_vdyp_curve_available,True,not_applicable,not_applicable,public_vdyp,p10_4_review_required,Existing Phase 5 natural curve available for comparison.,phase10_curve_lane_crosswalk_only,not_model_input
cwhvm2_hw_ba_l,CWHvm2_HW+BA,True,3095.371233,448,CWHvm2,CWH,vm,2.0,HW+BA,L,13.790178,early_managed,existing managed stands established 1961-2000,Table 54,p10_5_managed_parser_review,parser_review_required,True,medium,not_applicable,public_table_fragmented,p10_5_parser_review_required,"medium-confidence nearest MP10 row; acceptable for planning crosswalk, review before final curve QA",phase10_curve_lane_crosswalk_only,not_model_input
cwhvm2_hw_ba_l,CWHvm2_HW+BA,True,3095.371233,448,CWHvm2,CWH,vm,2.0,HW+BA,L,13.790178,recent_managed,recent managed stands established 2001-2023,Table 55,p10_5_managed_parser_review,parser_review_required,True,medium,not_applicable,public_table_fragmented,p10_5_parser_review_required,"medium-confidence nearest MP10 row; acceptable for planning crosswalk, review before final curve QA",phase10_curve_lane_crosswalk_only,not_model_input
cwhvm2_hw_ba_l,CWHvm2_HW+BA,True,3095.371233,448,CWHvm2,CWH,vm,2.0,HW+BA,L,13.790178,future_managed,future managed stands,Table 57,p10_5_managed_parser_review,parser_review_required,True,medium,Hw high-elevation restricted=1.1%,public_table_fragmented,p10_5_parser_review_required,"medium-confidence nearest MP10 row; acceptable for planning crosswalk, review before final curve QA",phase10_curve_lane_crosswalk_only,not_model_input
cwhvm1_hw_cw_h,CWHvm1_HW+CW,True,2899.431292,349,CWHvm1,CWH,vm,1.0,HW+CW,H,30.796562,natural_unmanaged,natural_or_existing_unmanaged,VDYP 7.33b public natural-stand strategy,p10_4_natural_curve_diagnostics,public_vdyp_curve_available,True,not_applicable,not_applicable,public_vdyp,p10_4_review_required,Existing Phase 5 natural curve available for comparison.,phase10_curve_lane_crosswalk_only,not_model_input
cwhvm1_hw_cw_h,CWHvm1_HW+CW,True,2899.431292,349,CWHvm1,CWH,vm,1.0,HW+CW,H,30.796562,early_managed,existing managed stands established 1961-2000,Table 54,p10_5_managed_parser_review,parser_review_required,True,high,not_applicable,public_table_fragmented,p10_5_parser_review_required,high-confidence nearest MP10 row by species/SI similarity,phase10_curve_lane_crosswalk_only,not_model_input
cwhvm1_hw_cw_h,CWHvm1_HW+CW,True,2899.431292,349,CWHvm1,CWH,vm,1.0,HW+CW,H,30.796562,recent_managed,recent managed stands established 2001-2023,Table 55,p10_5_managed_parser_review,parser_review_required,True,high,not_applicable,public_table_fragmented,p10_5_parser_review_required,high-confidence nearest MP10 row by species/SI similarity,phase10_curve_lane_crosswalk_only,not_model_input
cwhvm1_hw_cw_h,CWHvm1_HW+CW,True,2899.431292,349,CWHvm1,CWH,vm,1.0,HW+CW,H,30.796562,future_managed,future managed stands,Table 57,p10_5_managed_parser_review,parser_review_required,True,medium,Cw=21.0%; Hw low-elevation restricted=1.7%,public_table_fragmented,p10_5_parser_review_required,"medium-confidence nearest MP10 row; acceptable for planning crosswalk, review before final curve QA",phase10_curve_lane_crosswalk_only,not_model_input
cwhvm2_hw_ba_m,CWHvm2_HW+BA,True,2418.081584,304,CWHvm2,CWH,vm,2.0,HW+BA,M,20.055922,natural_unmanaged,natural_or_existing_unmanaged,VDYP 7.33b public natural-stand strategy,p10_4_natural_curve_diagnostics,public_vdyp_curve_available,True,not_applicable,not_applicable,public_vdyp,p10_4_review_required,Existing Phase 5 natural curve available for comparison.,phase10_curve_lane_crosswalk_only,not_model_input
cwhvm2_hw_ba_m,CWHvm2_HW+BA,True,2418.081584,304,CWHvm2,CWH,vm,2.0,HW+BA,M,20.055922,early_managed,existing managed stands established 1961-2000,Table 54,p10_5_managed_parser_review,parser_review_required,True,high,not_applicable,public_table_fragmented,p10_5_parser_review_required,high-confidence nearest MP10 row by species/SI similarity,phase10_curve_lane_crosswalk_only,not_model_input
cwhvm2_hw_ba_m,CWHvm2_HW+BA,True,2418.081584,304,CWHvm2,CWH,vm,2.0,HW+BA,M,20.055922,recent_managed,recent managed stands established 2001-2023,Table 55,p10_5_managed_parser_review,parser_review_required,True,high,not_applicable,public_table_fragmented,p10_5_parser_review_required,high-confidence nearest MP10 row by species/SI similarity,phase10_curve_lane_crosswalk_only,not_model_input
cwhvm2_hw_ba_m,CWHvm2_HW+BA,True,2418.081584,304,CWHvm2,CWH,vm,2.0,HW+BA,M,20.055922,future_managed,future managed stands,Table 57,p10_5_managed_parser_review,parser_review_required,True,high,Hw high-elevation restricted=1.1%,public_table_fragmented,p10_5_parser_review_required,high-confidence nearest MP10 row by species/SI similarity,phase10_curve_lane_crosswalk_only,not_model_input
cwhvm1_hw_ss_h,CWHvm1_HW+SS,True,2240.217819,236,CWHvm1,CWH,vm,1.0,HW+SS,H,32.364407,natural_unmanaged,natural_or_existing_unmanaged,VDYP 7.33b public natural-stand strategy,p10_4_natural_curve_diagnostics,public_vdyp_curve_available,True,not_applicable,not_applicable,public_vdyp,p10_4_review_required,Existing Phase 5 natural curve available for comparison.,phase10_curve_lane_crosswalk_only,not_model_input
cwhvm1_hw_ss_h,CWHvm1_HW+SS,True,2240.217819,236,CWHvm1,CWH,vm,1.0,HW+SS,H,32.364407,early_managed,existing managed stands established 1961-2000,Table 54,p10_5_managed_parser_review,parser_review_required,True,high,not_applicable,public_table_fragmented,p10_5_parser_review_required,high-confidence nearest MP10 row by species/SI similarity,phase10_curve_lane_crosswalk_only,not_model_input
cwhvm1_hw_ss_h,CWHvm1_HW+SS,True,2240.217819,236,CWHvm1,CWH,vm,1.0,HW+SS,H,32.364407,recent_managed,recent managed stands established 2001-2023,Table 55,p10_5_managed_parser_review,parser_review_required,True,medium,not_applicable,public_table_fragmented,p10_5_parser_review_required,"medium-confidence nearest MP10 row; acceptable for planning crosswalk, review before final curve QA",phase10_curve_lane_crosswalk_only,not_model_input
cwhvm1_hw_ss_h,CWHvm1_HW+SS,True,2240.217819,236,CWHvm1,CWH,vm,1.0,HW+SS,H,32.364407,future_managed,future managed stands,Table 57,p10_5_managed_parser_review,parser_review_required,True,medium,Hw low-elevation restricted=1.7%,public_table_fragmented,p10_5_parser_review_required,"medium-confidence nearest MP10 row; acceptable for planning crosswalk, review before final curve QA",phase10_curve_lane_crosswalk_only,not_model_input
cwhvm1_hw_h,CWHvm1_HW,True,1645.046704,223,CWHvm1,CWH,vm,1.0,HW,H,31.363228,natural_unmanaged,natural_or_existing_unmanaged,VDYP 7.33b public natural-stand strategy,p10_4_natural_curve_diagnostics,public_vdyp_curve_available,True,not_applicable,not_applicable,public_vdyp,p10_4_review_required,Existing Phase 5 natural curve available for comparison.,phase10_curve_lane_crosswalk_only,not_model_input
cwhvm1_hw_h,CWHvm1_HW,True,1645.046704,223,CWHvm1,CWH,vm,1.0,HW,H,31.363228,early_managed,existing managed stands established 1961-2000,Table 54,p10_5_managed_parser_review,parser_review_required,True,high,not_applicable,public_table_fragmented,p10_5_parser_review_required,high-confidence nearest MP10 row by species/SI similarity,phase10_curve_lane_crosswalk_only,not_model_input
cwhvm1_hw_h,CWHvm1_HW,True,1645.046704,223,CWHvm1,CWH,vm,1.0,HW,H,31.363228,recent_managed,recent managed stands established 2001-2023,Table 55,p10_5_managed_parser_review,parser_review_required,True,medium,not_applicable,public_table_fragmented,p10_5_parser_review_required,"medium-confidence nearest MP10 row; acceptable for planning crosswalk, review before final curve QA",phase10_curve_lane_crosswalk_only,not_model_input
cwhvm1_hw_h,CWHvm1_HW,True,1645.046704,223,CWHvm1,CWH,vm,1.0,HW,H,31.363228,future_managed,future managed stands,Table 57,p10_5_managed_parser_review,parser_review_required,True,medium,Hw low-elevation restricted=1.7%,public_table_fragmented,p10_5_parser_review_required,"medium-confidence nearest MP10 row; acceptable for planning crosswalk, review before final curve QA",phase10_curve_lane_crosswalk_only,not_model_input
cwhvm1_hw_l,CWHvm1_HW,True,1582.40532,375,CWHvm1,CWH,vm,1.0,HW,L,15.994667,natural_unmanaged,natural_or_existing_unmanaged,VDYP 7.33b public natural-stand strategy,p10_4_natural_curve_diagnostics,public_vdyp_curve_available,True,not_applicable,not_applicable,public_vdyp,p10_4_review_required,Existing Phase 5 natural curve available for comparison.,phase10_curve_lane_crosswalk_only,not_model_input
cwhvm1_hw_l,CWHvm1_HW,True,1582.40532,375,CWHvm1,CWH,vm,1.0,HW,L,15.994667,early_managed,existing managed stands established 1961-2000,Table 54,p10_5_managed_parser_review,parser_review_required,True,fallback_review_required,not_applicable,public_table_fragmented,p10_5_parser_review_required,nearest MP10 species/productivity row only; review before executable BatchTIPSY use,phase10_curve_lane_crosswalk_only,not_model_input
cwhvm1_hw_l,CWHvm1_HW,True,1582.40532,375,CWHvm1,CWH,vm,1.0,HW,L,15.994667,recent_managed,recent managed stands established 2001-2023,Table 55,p10_5_managed_parser_review,parser_review_required,True,medium,not_applicable,public_table_fragmented,p10_5_parser_review_required,"medium-confidence nearest MP10 row; acceptable for planning crosswalk, review before final curve QA",phase10_curve_lane_crosswalk_only,not_model_input
