feature_id,map_id,polygon_id,area_ha,bec_group,bec_zone_code,bec_subzone,bec_variant,bec_phase,stratum_code,species_combo,estimated_site_index,si_class,au_id,selected_top_90_stratum,for_mgmt_land_base_ind,bclcs_level_1,bclcs_level_2,bclcs_level_3,bclcs_level_4,bclcs_level_5,est_site_index_species_cd,crown_closure,basal_area_75,stems_per_ha_75,est_age_spp1,est_height_spp1,est_age_spp2,est_height_spp2,species_cd_1,species_cd_2,species_cd_3,species_cd_4,species_cd_5,species_cd_6,species_pct_1,species_pct_2,species_pct_3,species_pct_4,species_pct_5,species_pct_6
20152777,092L063,19127468,9.577631,CWHvm1,CWH,vm,1,,CWHvm1_CW,CW,15.0,M,cwhvm1_cw_m,True,Y,V,T,U,TC,DE,CW,40.0,2.0,700.0,20.0,4.0,,,CW,,,,,,100.0,,,,,
21162569,092L061,59549896,5.243021,CWHvm1,CWH,vm,1,,CWHvm1_CW,CW,13.0,M,cwhvm1_cw_m,True,Y,V,T,U,TC,OP,CW,50.0,71.9117,564.0,362.0,25.8,,,CW,,,,,,100.0,,,,,
21162599,102I060,40692561,1.552517,CWHvm1,CWH,vm,1,,CWHvm1_CW,CW,12.0,M,cwhvm1_cw_m,True,Y,V,T,U,TC,DE,CW,60.0,59.99999,220.0,250.0,25.0,,,CW,,,,,,100.0,,,,,
23339560,092L062,7239701,12.574089,CWHvm1,CWH,vm,1,,CWHvm1_CW,CW,16.0,M,cwhvm1_cw_m,True,Y,V,T,U,TC,SP,CW,11.0,,1079.0,1.0,0.3,,,CW,,,,,,100.0,,,,,
23339712,102I060,40103686,3.215511,CWHvm1,CWH,vm,1,,CWHvm1_CW,CW,13.0,M,cwhvm1_cw_m,True,Y,V,T,U,TC,DE,CW,40.0,70.0,540.0,190.0,25.0,,,CW,,,,,,100.0,,,,,
23339770,092L051,71431688,2.608779,CWHvm1,CWH,vm,1,,CWHvm1_CW,CW,15.0,M,cwhvm1_cw_m,True,Y,V,T,U,TC,DE,CW,60.0,70.0,200.0,250.0,32.0,,,CW,,,,,,100.0,,,,,
23339836,092L052,37490395,24.628644,CWHvm1,CWH,vm,1,,CWHvm1_CW,CW,15.0,M,cwhvm1_cw_m,True,Y,V,T,U,TC,OP,CW,60.0,86.49833,474.0,312.0,27.9,,,CW,,,,,,100.0,,,,,
23339892,092L052,34839637,2.894409,CWHvm1,CWH,vm,1,,CWHvm1_CW,CW,16.0,M,cwhvm1_cw_m,True,Y,V,T,U,TC,OP,CW,35.0,94.32719,375.0,312.0,33.1,,,CW,,,,,,100.0,,,,,
13517936,092L023,54565164,4.124515,CWHvm1,CWH,vm,1,,CWHvm1_CW+YC,CW+YC,16.0,H,cwhvm1_cw_yc_h,True,Y,V,T,U,TC,OP,CW,50.0,80.1405,418.0,362.0,29.8,362.0,29.8,CW,YC,HW,,,,50.0,30.0,20.0,,,
13521952,092L061,94840413,7.732291,CWHvm1,CWH,vm,1,,CWHvm1_CW+YC,CW+YC,16.0,H,cwhvm1_cw_yc_h,True,Y,V,T,U,TC,OP,CW,30.0,,,25.0,5.5,25.0,5.5,CW,YC,HW,,,,40.1,39.9,20.0,,,
13523686,092L024,28002294,13.435306,CWHvm1,CWH,vm,1,,CWHvm1_CW+YC,CW+YC,22.0,H,cwhvm1_cw_yc_h,True,Y,V,T,U,TC,OP,CW,60.0,88.361404,291.0,262.0,35.3,262.0,35.3,CW,YC,HW,BA,,,50.0,20.0,20.0,10.0,,
13523735,092L024,14093375,6.327532,CWHvm1,CWH,vm,1,,CWHvm1_CW+YC,CW+YC,20.0,H,cwhvm1_cw_yc_h,True,Y,V,T,U,TC,OP,CW,60.0,85.93407,472.0,232.0,30.0,232.0,30.0,CW,YC,HW,BA,,,40.0,30.0,20.0,10.0,,
16592813,092L042,70404858,7.538299,CWHvm1,CWH,vm,1,,CWHvm1_CW+YC,CW+YC,23.0,H,cwhvm1_cw_yc_h,True,Y,V,N,U,SL,DE,CW,,,3000.0,12.0,2.0,,,CW,YC,HW,,,,60.0,30.0,10.0,,,
16596315,092L042,73584662,4.9866,CWHvm1,CWH,vm,1,,CWHvm1_CW+YC,CW+YC,23.0,H,cwhvm1_cw_yc_h,True,Y,V,N,U,SL,DE,CW,,,2960.0,11.0,1.0,,,CW,YC,,,,,90.0,10.0,,,,
16624604,092L062,94578391,1.548369,CWHvm1,CWH,vm,1,,CWHvm1_CW+YC,CW+YC,19.0,H,cwhvm1_cw_yc_h,True,Y,V,T,U,TC,DE,CW,55.0,80.0,500.0,190.0,37.0,,,CW,YC,HW,,,,45.0,30.0,25.0,,,
16624737,092L062,76977994,2.717163,CWHvm1,CWH,vm,1,,CWHvm1_CW+YC,CW+YC,18.0,H,cwhvm1_cw_yc_h,True,Y,V,T,U,TC,DE,CW,50.0,75.0,420.0,190.0,35.0,,,CW,YC,HW,,,,45.0,30.0,25.0,,,
16624859,092L062,79478667,7.989083,CWHvm1,CWH,vm,1,,CWHvm1_CW+YC,CW+YC,17.0,H,cwhvm1_cw_yc_h,True,Y,V,T,U,TC,DE,CW,50.0,75.000015,470.0,190.0,33.0,,,CW,YC,HW,,,,45.0,40.0,15.0,,,
16625429,092L062,80328359,2.113168,CWHvm1,CWH,vm,1,,CWHvm1_CW+YC,CW+YC,16.0,H,cwhvm1_cw_yc_h,True,Y,V,T,U,TC,DE,CW,50.0,70.0,470.0,190.0,30.0,,,CW,YC,HW,,,,45.0,40.0,15.0,,,
17359933,092L061,87972458,7.45193,CWHvm1,CWH,vm,1,,CWHvm1_CW+YC,CW+YC,17.0,H,cwhvm1_cw_yc_h,True,Y,V,T,U,TC,OP,CW,50.0,62.73243,538.0,362.0,22.8,362.0,22.8,CW,YC,HW,,,,65.0,25.0,10.0,,,
17362402,092L023,93784141,5.365295,CWHvm1,CWH,vm,1,,CWHvm1_CW+YC,CW+YC,21.0,H,cwhvm1_cw_yc_h,True,Y,V,T,U,TC,OP,CW,60.0,84.55417,345.0,192.0,32.4,192.0,32.4,CW,YC,HW,BA,,,60.0,20.0,15.0,5.0,,
17379361,092L062,6678511,3.869088,CWHvm1,CWH,vm,1,,CWHvm1_CW+YC,CW+YC,17.0,H,cwhvm1_cw_yc_h,True,Y,V,T,U,TC,DE,CW,55.0,74.99999,520.0,190.0,32.0,,,CW,YC,HW,,,,45.0,35.0,20.0,,,
17414617,092L051,64655898,3.400935,CWHvm1,CWH,vm,1,,CWHvm1_CW+YC,CW+YC,20.0,H,cwhvm1_cw_yc_h,True,Y,V,T,U,TC,SP,CW,11.0,,3840.0,7.0,1.2,5.0,0.7,CW,YC,HW,,,,50.0,30.0,20.0,,,
18002109,092L062,76419001,2.018931,CWHvm1,CWH,vm,1,,CWHvm1_CW+YC,CW+YC,20.0,H,cwhvm1_cw_yc_h,True,Y,V,T,U,TC,DE,CW,45.0,75.0,419.0,190.0,38.0,,,CW,YC,HW,BA,,,40.0,30.0,25.0,5.0,,
18002113,092L062,75347671,11.510779,CWHvm1,CWH,vm,1,,CWHvm1_CW+YC,CW+YC,19.0,H,cwhvm1_cw_yc_h,True,Y,V,T,U,TC,DE,CW,50.0,78.0,420.0,190.0,37.0,,,CW,YC,HW,,,,50.0,30.0,20.0,,,
18002115,092L062,79778425,8.429036,CWHvm1,CWH,vm,1,,CWHvm1_CW+YC,CW+YC,18.0,H,cwhvm1_cw_yc_h,True,Y,V,T,U,TC,DE,CW,50.0,75.0,420.0,190.0,35.0,,,CW,YC,HW,,,,45.0,30.0,25.0,,,
18005271,092L062,1438692,1.060267,CWHvm1,CWH,vm,1,,CWHvm1_CW+YC,CW+YC,19.0,H,cwhvm1_cw_yc_h,True,Y,V,T,U,TC,OP,CW,50.0,,2108.0,8.0,1.5,8.0,1.5,CW,YC,HW,,,,75.0,13.0,12.0,,,
18005276,092L062,98829043,7.54153,CWHvm1,CWH,vm,1,,CWHvm1_CW+YC,CW+YC,19.0,H,cwhvm1_cw_yc_h,True,Y,V,T,U,TC,OP,CW,50.0,,2108.0,8.0,1.5,8.0,1.5,CW,YC,HW,,,,75.0,13.0,12.0,,,
18007025,092L062,88868514,8.963388,CWHvm1,CWH,vm,1,,CWHvm1_CW+YC,CW+YC,22.0,H,cwhvm1_cw_yc_h,True,Y,V,T,U,TC,OP,CW,40.0,,3499.0,12.0,2.2,12.0,2.1,CW,YC,HW,,,,60.0,30.0,10.0,,,
18007029,092L062,87078603,2.207878,CWHvm1,CWH,vm,1,,CWHvm1_CW+YC,CW+YC,22.0,H,cwhvm1_cw_yc_h,True,Y,V,T,U,TC,OP,CW,40.0,,3499.0,12.0,2.2,12.0,2.1,CW,YC,HW,,,,60.0,30.0,10.0,,,
18007030,092L062,89948546,4.572895,CWHvm1,CWH,vm,1,,CWHvm1_CW+YC,CW+YC,19.0,H,cwhvm1_cw_yc_h,True,Y,V,T,U,TC,OP,CW,40.0,,3750.0,12.0,2.1,12.0,2.0,CW,YC,HW,,,,60.0,35.0,5.0,,,
18014379,092L071,71852883,1.696273,CWHvm1,CWH,vm,1,,CWHvm1_CW+YC,CW+YC,23.0,H,cwhvm1_cw_yc_h,True,Y,V,T,U,TC,SP,CW,11.0,,2300.0,12.0,2.1,12.0,2.1,CW,YC,HW,,,,70.0,20.0,10.0,,,
18014381,092L071,70473188,4.620852,CWHvm1,CWH,vm,1,,CWHvm1_CW+YC,CW+YC,16.0,H,cwhvm1_cw_yc_h,True,Y,V,T,U,TC,SP,CW,11.0,,2971.0,11.0,1.7,8.0,1.1,CW,YC,HW,,,,50.0,30.0,20.0,,,
18014388,092L071,69913029,23.15949,CWHvm1,CWH,vm,1,,CWHvm1_CW+YC,CW+YC,23.0,H,cwhvm1_cw_yc_h,True,Y,V,T,U,TC,SP,CW,11.0,,2300.0,12.0,2.1,12.0,2.1,CW,YC,HW,,,,70.0,20.0,10.0,,,
18014389,092L071,67733119,6.158619,CWHvm1,CWH,vm,1,,CWHvm1_CW+YC,CW+YC,16.0,H,cwhvm1_cw_yc_h,True,Y,V,T,U,TC,SP,CW,11.0,,1480.0,3.0,0.5,,,CW,YC,HW,,,,60.0,30.0,10.0,,,
18014390,092L071,70363213,0.021704,CWHvm1,CWH,vm,1,,CWHvm1_CW+YC,CW+YC,16.0,H,cwhvm1_cw_yc_h,True,Y,V,T,U,TC,SP,CW,11.0,,1480.0,3.0,0.5,,,CW,YC,HW,,,,60.0,30.0,10.0,,,
18020871,092L061,62242576,3.155745,CWHvm1,CWH,vm,1,,CWHvm1_CW+YC,CW+YC,30.0,H,cwhvm1_cw_yc_h,True,Y,V,T,U,TC,SP,CW,11.0,,1360.0,9.0,2.4,9.0,2.3,CW,YC,,,,,50.1,49.9,,,,
18020872,092L061,62772552,1.688775,CWHvm1,CWH,vm,1,,CWHvm1_CW+YC,CW+YC,30.0,H,cwhvm1_cw_yc_h,True,Y,V,T,U,TC,SP,CW,11.0,,1640.0,8.0,1.2,8.0,1.3,CW,YC,HW,,,,70.0,20.0,10.0,,,
18099656,092L071,71302916,3.646889,CWHvm1,CWH,vm,1,,CWHvm1_CW+YC,CW+YC,16.0,H,cwhvm1_cw_yc_h,True,Y,V,T,U,TC,SP,CW,11.0,,1480.0,3.0,0.5,,,CW,YC,HW,,,,60.0,30.0,10.0,,,
18116553,092L024,25283148,2.974276,CWHvm1,CWH,vm,1,,CWHvm1_CW+YC,CW+YC,16.0,H,cwhvm1_cw_yc_h,True,Y,V,T,U,TC,OP,CW,60.0,80.61355,838.0,173.0,29.0,,,CW,YC,HW,,,,70.0,20.0,10.0,,,
18360289,092L054,65774609,0.271594,CWHvm1,CWH,vm,1,,CWHvm1_CW+YC,CW+YC,19.0,H,cwhvm1_cw_yc_h,True,Y,V,T,U,TC,OP,CW,40.0,9.0,1840.0,8.0,1.5,9.0,2.8,CW,YC,PLC,HW,,,70.0,10.0,10.0,10.0,,
19079689,102I080,39034807,0.963466,CWHvm1,CWH,vm,1,,CWHvm1_CW+YC,CW+YC,16.0,H,cwhvm1_cw_yc_h,True,Y,V,T,U,TC,OP,CW,50.0,83.64896,613.0,362.0,24.9,362.0,24.9,CW,YC,HW,,,,45.0,30.0,25.0,,,
19211847,092L062,96799741,15.690398,CWHvm1,CWH,vm,1,,CWHvm1_CW+YC,CW+YC,16.0,H,cwhvm1_cw_yc_h,True,Y,V,T,U,TC,SP,CW,12.0,,1336.0,10.0,1.2,8.0,0.8,CW,YC,TW,,,,80.0,10.0,10.0,,,
19212607,092L062,92389733,4.387983,CWHvm1,CWH,vm,1,,CWHvm1_CW+YC,CW+YC,17.0,H,cwhvm1_cw_yc_h,True,Y,V,T,U,TC,DE,CW,55.0,79.999985,420.0,190.0,32.0,,,CW,YC,HW,,,,45.0,35.0,20.0,,,
19365952,102I060,18712346,5.614157,CWHvm1,CWH,vm,1,,CWHvm1_CW+YC,CW+YC,16.0,H,cwhvm1_cw_yc_h,True,Y,V,T,U,TC,SP,CW,11.0,,2000.0,10.0,2.5,10.0,2.0,CW,YC,HW,,,,40.0,30.0,30.0,,,
19392924,102I080,14983123,4.980832,CWHvm1,CWH,vm,1,,CWHvm1_CW+YC,CW+YC,16.0,H,cwhvm1_cw_yc_h,True,Y,V,T,U,TC,SP,CW,20.0,,2350.0,10.0,1.7,10.0,1.5,CW,YC,,,,,90.0,10.0,,,,
19486014,092L024,17043376,13.583374,CWHvm1,CWH,vm,1,,CWHvm1_CW+YC,CW+YC,17.0,H,cwhvm1_cw_yc_h,True,Y,V,T,U,TC,DE,CW,65.0,95.69889,412.0,362.0,31.8,362.0,31.8,CW,YC,HW,BA,,,40.0,30.0,25.0,5.0,,
19486084,092L023,77863929,4.369621,CWHvm1,CWH,vm,1,,CWHvm1_CW+YC,CW+YC,17.0,H,cwhvm1_cw_yc_h,True,Y,V,T,U,TC,OP,CW,45.0,60.40165,633.0,112.0,23.8,112.0,23.8,CW,YC,HW,,,,60.0,20.0,20.0,,,
19486726,092L062,81987747,1.061519,CWHvm1,CWH,vm,1,,CWHvm1_CW+YC,CW+YC,17.0,H,cwhvm1_cw_yc_h,True,Y,V,T,U,TC,DE,CW,55.0,75.0,480.0,190.0,32.0,,,CW,YC,HW,,,,50.0,40.0,10.0,,,
19486798,092L062,10499234,3.474564,CWHvm1,CWH,vm,1,,CWHvm1_CW+YC,CW+YC,18.0,H,cwhvm1_cw_yc_h,True,Y,V,T,U,TC,DE,CW,55.0,78.0,449.0,190.0,35.0,,,CW,YC,HW,,,,50.0,35.0,15.0,,,
19486803,092L062,8599036,49.915369,CWHvm1,CWH,vm,1,,CWHvm1_CW+YC,CW+YC,23.0,H,cwhvm1_cw_yc_h,True,Y,V,T,U,TC,SP,CW,11.0,,2045.0,4.0,1.0,5.0,0.9,CW,YC,HW,,,,80.0,10.0,10.0,,,
19486869,092L062,14058585,1.405992,CWHvm1,CWH,vm,1,,CWHvm1_CW+YC,CW+YC,18.0,H,cwhvm1_cw_yc_h,True,Y,V,T,U,TC,DE,CW,55.0,80.0,500.0,190.0,35.0,,,CW,YC,HW,,,,45.0,40.0,15.0,,,
19490527,092L044,74684925,14.706682,CWHvm1,CWH,vm,1,,CWHvm1_CW+YC,CW+YC,23.0,H,cwhvm1_cw_yc_h,True,Y,V,T,U,TC,SP,CW,15.0,,2200.0,3.0,0.6,4.0,0.6,CW,YC,HW,,,,80.0,10.0,10.0,,,
19491143,092L042,84535422,3.165024,CWHvm1,CWH,vm,1,,CWHvm1_CW+YC,CW+YC,16.0,H,cwhvm1_cw_yc_h,True,Y,V,T,U,TC,SP,CW,11.0,,1440.0,1.0,0.2,1.0,0.2,CW,YC,HM,HW,,,30.1,29.9,20.0,20.0,,
20072961,092L062,76929412,1.036157,CWHvm1,CWH,vm,1,,CWHvm1_CW+YC,CW+YC,23.0,H,cwhvm1_cw_yc_h,True,Y,V,T,U,TC,SP,CW,11.0,,2900.0,13.0,2.6,13.0,2.6,CW,YC,HW,,,,70.0,20.0,10.0,,,
20072967,092L062,79089569,0.870343,CWHvm1,CWH,vm,1,,CWHvm1_CW+YC,CW+YC,23.0,H,cwhvm1_cw_yc_h,True,Y,V,T,U,TC,SP,CW,11.0,,2900.0,13.0,2.6,13.0,2.6,CW,YC,HW,,,,70.0,20.0,10.0,,,
20072968,092L062,77739322,10.626312,CWHvm1,CWH,vm,1,,CWHvm1_CW+YC,CW+YC,23.0,H,cwhvm1_cw_yc_h,True,Y,V,T,U,TC,SP,CW,11.0,,2900.0,13.0,2.6,13.0,2.6,CW,YC,HW,,,,70.0,20.0,10.0,,,
20151977,092L062,11168806,4.824204,CWHvm1,CWH,vm,1,,CWHvm1_CW+YC,CW+YC,17.0,H,cwhvm1_cw_yc_h,True,Y,V,T,U,TC,DE,CW,50.0,70.000015,450.0,190.0,33.0,,,CW,YC,HW,,,,50.0,30.0,20.0,,,
20151978,092L062,10818710,3.39791,CWHvm1,CWH,vm,1,,CWHvm1_CW+YC,CW+YC,16.0,H,cwhvm1_cw_yc_h,True,Y,V,T,U,TC,SP,CW,20.0,,3229.0,6.0,1.0,6.0,0.6,CW,YC,HW,,,,50.0,30.0,20.0,,,
20151985,092L062,12898681,21.138158,CWHvm1,CWH,vm,1,,CWHvm1_CW+YC,CW+YC,16.0,H,cwhvm1_cw_yc_h,True,Y,V,T,U,TC,SP,CW,20.0,,3229.0,6.0,1.0,6.0,0.6,CW,YC,HW,,,,50.0,30.0,20.0,,,
20151986,092L062,9698695,2.034337,CWHvm1,CWH,vm,1,,CWHvm1_CW+YC,CW+YC,16.0,H,cwhvm1_cw_yc_h,True,Y,V,T,U,TC,SP,CW,20.0,,3229.0,6.0,1.0,6.0,0.6,CW,YC,HW,,,,50.0,30.0,20.0,,,
20151989,092L062,14988762,4.43123,CWHvm1,CWH,vm,1,,CWHvm1_CW+YC,CW+YC,16.0,H,cwhvm1_cw_yc_h,True,Y,V,T,U,TC,SP,CW,20.0,,3229.0,6.0,1.0,6.0,0.6,CW,YC,HW,,,,50.0,30.0,20.0,,,
20155068,092L062,56567861,3.092371,CWHvm1,CWH,vm,1,,CWHvm1_CW+YC,CW+YC,19.0,H,cwhvm1_cw_yc_h,True,Y,V,T,U,TC,DE,CW,45.0,72.0,449.0,190.0,37.0,,,CW,YC,HW,,,,50.0,30.0,20.0,,,
20159526,092L054,66424436,9.046529,CWHvm1,CWH,vm,1,,CWHvm1_CW+YC,CW+YC,23.0,H,cwhvm1_cw_yc_h,True,Y,V,T,U,TC,SP,CW,15.0,,1650.0,10.0,2.5,10.0,2.8,CW,YC,HW,PLC,,,50.0,20.0,20.0,10.0,,
20159527,092L054,64814591,5.267898,CWHvm1,CWH,vm,1,,CWHvm1_CW+YC,CW+YC,19.0,H,cwhvm1_cw_yc_h,True,Y,V,T,U,TC,SP,CW,11.0,,1840.0,8.0,1.5,9.0,2.8,CW,YC,PLC,HW,,,70.0,10.0,10.0,10.0,,
20159529,092L054,65854296,14.792217,CWHvm1,CWH,vm,1,,CWHvm1_CW+YC,CW+YC,23.0,H,cwhvm1_cw_yc_h,True,Y,V,T,U,TC,SP,CW,15.0,,1650.0,10.0,2.5,10.0,2.8,CW,YC,HW,PLC,,,50.0,20.0,20.0,10.0,,
21162414,092L062,98928790,24.38829,CWHvm1,CWH,vm,1,,CWHvm1_CW+YC,CW+YC,19.0,H,cwhvm1_cw_yc_h,True,Y,V,T,U,TC,OP,CW,50.0,,2108.0,8.0,1.5,8.0,1.5,CW,YC,HW,,,,75.0,13.0,12.0,,,
21162461,092L062,61918148,2.278275,CWHvm1,CWH,vm,1,,CWHvm1_CW+YC,CW+YC,19.0,H,cwhvm1_cw_yc_h,True,Y,V,T,U,TC,DE,CW,55.0,75.00001,449.0,190.0,36.0,,,CW,YC,HW,,,,45.0,30.0,25.0,,,
21165121,092L062,3529151,14.616831,CWHvm1,CWH,vm,1,,CWHvm1_CW+YC,CW+YC,16.0,H,cwhvm1_cw_yc_h,True,Y,V,T,U,TC,SP,CW,11.0,,1480.0,8.0,1.7,8.0,1.7,CW,YC,HW,,,,80.0,10.0,10.0,,,
21420188,092L062,9278646,1.093312,CWHvm1,CWH,vm,1,,CWHvm1_CW+YC,CW+YC,16.0,H,cwhvm1_cw_yc_h,True,Y,V,T,U,TC,SP,CW,20.0,,3229.0,6.0,1.0,6.0,0.6,CW,YC,HW,,,,50.0,30.0,20.0,,,
21420189,092L062,10908624,13.744173,CWHvm1,CWH,vm,1,,CWHvm1_CW+YC,CW+YC,18.0,H,cwhvm1_cw_yc_h,True,Y,V,T,U,TC,DE,CW,55.0,80.0,500.0,190.0,35.0,,,CW,YC,HW,,,,45.0,40.0,15.0,,,
23339459,092L062,88408627,23.153925,CWHvm1,CWH,vm,1,,CWHvm1_CW+YC,CW+YC,19.0,H,cwhvm1_cw_yc_h,True,Y,V,T,U,TC,OP,CW,40.0,,3750.0,12.0,2.1,12.0,2.0,CW,YC,HW,,,,60.0,35.0,5.0,,,
23339461,092L062,91638956,11.045887,CWHvm1,CWH,vm,1,,CWHvm1_CW+YC,CW+YC,19.0,H,cwhvm1_cw_yc_h,True,Y,V,T,U,TC,DE,CW,55.0,79.99999,420.0,190.0,36.0,,,CW,YC,HW,,,,40.0,35.0,25.0,,,
23339465,092L062,14059241,11.308934,CWHvm1,CWH,vm,1,,CWHvm1_CW+YC,CW+YC,18.0,H,cwhvm1_cw_yc_h,True,Y,V,T,U,TC,DE,CW,50.0,68.00007,320.0,190.0,35.0,,,CW,YC,HW,BA,,,45.0,30.0,15.0,10.0,,
23339492,092L062,95308584,7.861425,CWHvm1,CWH,vm,1,,CWHvm1_CW+YC,CW+YC,20.0,H,cwhvm1_cw_yc_h,True,Y,V,T,U,TC,DE,CW,55.0,79.99999,480.0,190.0,38.0,,,CW,YC,HW,BA,,,40.0,33.0,22.0,5.0,,
13521403,092L061,52802576,1.348418,CWHvm1,CWH,vm,1,,CWHvm1_CW+YC,CW+YC,12.0,L,cwhvm1_cw_yc_l,True,Y,V,T,U,TC,OP,CW,35.0,62.28445,694.0,362.0,20.3,362.0,20.3,CW,YC,HW,,,,65.0,20.0,15.0,,,
13521720,092L061,95950561,4.424969,CWHvm1,CWH,vm,1,,CWHvm1_CW+YC,CW+YC,11.0,L,cwhvm1_cw_yc_l,True,Y,V,T,U,TC,OP,CW,55.0,70.55673,706.0,362.0,20.7,362.0,20.7,CW,YC,HW,,,,40.1,39.9,20.0,,,
13523952,092L024,13184651,8.248025,CWHvm1,CWH,vm,1,,CWHvm1_CW+YC,CW+YC,11.0,L,cwhvm1_cw_yc_l,True,Y,V,T,U,TC,DE,CW,65.0,92.12952,450.0,362.0,30.8,362.0,30.8,CW,YC,HM,BA,,,40.0,20.0,20.0,20.0,,
13528739,092L071,57183226,4.989901,CWHvm1,CWH,vm,1,,CWHvm1_CW+YC,CW+YC,12.0,L,cwhvm1_cw_yc_l,True,Y,V,T,U,TC,OP,CW,50.0,69.95516,657.0,362.0,22.1,362.0,22.1,CW,YC,HW,,,,65.0,25.0,10.0,,,
13528843,092L071,85582945,4.608506,CWHvm1,CWH,vm,1,,CWHvm1_CW+YC,CW+YC,9.0,L,cwhvm1_cw_yc_l,True,Y,V,T,U,TC,OP,CW,50.0,80.74445,589.0,362.0,24.9,362.0,24.9,CW,YC,HW,,,,70.0,25.0,5.0,,,
13528885,092L071,71713914,5.424528,CWHvm1,CWH,vm,1,,CWHvm1_CW+YC,CW+YC,9.0,L,cwhvm1_cw_yc_l,True,Y,V,T,U,TC,OP,CW,45.0,59.11721,751.0,362.0,17.8,362.0,17.8,CW,YC,PL,HW,,,45.0,37.0,15.0,3.0,,
13528942,092L071,59113732,3.340902,CWHvm1,CWH,vm,1,,CWHvm1_CW+YC,CW+YC,8.0,L,cwhvm1_cw_yc_l,True,N,V,T,U,TC,OP,CW,35.0,61.130367,687.0,362.0,19.4,362.0,19.4,CW,YC,HW,,,,60.0,35.0,5.0,,,
13529022,092L071,54103607,2.485171,CWHvm1,CWH,vm,1,,CWHvm1_CW+YC,CW+YC,12.0,L,cwhvm1_cw_yc_l,True,Y,V,T,U,TC,OP,CW,45.0,70.80601,563.0,362.0,22.9,362.0,22.9,CW,YC,HW,,,,60.0,30.0,10.0,,,
13530299,092L061,53902661,5.408432,CWHvm1,CWH,vm,1,,CWHvm1_CW+YC,CW+YC,12.0,L,cwhvm1_cw_yc_l,True,Y,V,T,U,TC,OP,CW,35.0,60.48805,590.0,362.0,20.8,362.0,20.8,CW,YC,HW,,,,65.0,20.0,15.0,,,
13530650,102I080,50932910,5.118979,CWHvm1,CWH,vm,1,,CWHvm1_CW+YC,CW+YC,12.0,L,cwhvm1_cw_yc_l,True,Y,V,T,U,TC,OP,CW,40.0,62.27404,602.0,362.0,20.8,362.0,20.8,CW,YC,HW,,,,95.0,4.0,1.0,,,
13530672,102I080,52463670,0.476519,CWHvm1,CWH,vm,1,,CWHvm1_CW+YC,CW+YC,12.0,L,cwhvm1_cw_yc_l,True,Y,V,T,U,TC,OP,CW,45.0,68.55788,614.0,362.0,21.7,362.0,21.7,CW,YC,HW,,,,60.0,30.0,10.0,,,
16594536,092L042,69665796,9.542368,CWHvm1,CWH,vm,1,,CWHvm1_CW+YC,CW+YC,11.0,L,cwhvm1_cw_yc_l,True,Y,V,T,U,TC,DE,CW,60.0,55.00001,250.0,200.0,22.0,,,CW,YC,,,,,90.0,10.0,,,,
16596485,092L042,79095352,6.786002,CWHvm1,CWH,vm,1,,CWHvm1_CW+YC,CW+YC,9.0,L,cwhvm1_cw_yc_l,True,N,V,T,U,TC,OP,CW,40.0,25.0,200.0,200.0,18.0,,,CW,YC,,,,,80.0,20.0,,,,
16598601,102I070,40372256,1.044026,CWHvm1,CWH,vm,1,,CWHvm1_CW+YC,CW+YC,9.0,L,cwhvm1_cw_yc_l,True,Y,V,N,U,TC,SP,CW,15.0,10.0,80.0,250.0,18.0,,,CW,YC,,,,,80.0,20.0,,,,
16598625,102I070,26738620,0.839508,CWHvm1,CWH,vm,1,,CWHvm1_CW+YC,CW+YC,8.0,L,cwhvm1_cw_yc_l,True,N,V,N,U,HE,DE,CW,9.0,10.0,70.0,250.0,16.0,,,CW,YC,,,,,70.0,30.0,,,,
16598971,102I070,26118908,1.186719,CWHvm1,CWH,vm,1,,CWHvm1_CW+YC,CW+YC,8.0,L,cwhvm1_cw_yc_l,True,N,V,N,U,HE,DE,CW,5.0,5.00001,40.0,200.0,16.0,,,CW,YC,,,,,70.0,30.0,,,,
16599178,102I070,50072579,14.652857,CWHvm1,CWH,vm,1,,CWHvm1_CW+YC,CW+YC,12.0,L,cwhvm1_cw_yc_l,True,Y,V,T,U,TC,DE,CW,35.0,44.999992,180.0,190.0,23.0,,,CW,YC,HW,,,,65.0,20.0,15.0,,,
16599361,102I070,45218627,3.739967,CWHvm1,CWH,vm,1,,CWHvm1_CW+YC,CW+YC,7.0,L,cwhvm1_cw_yc_l,True,Y,V,N,U,TC,OP,CW,40.0,40.0,400.0,200.0,14.0,,,CW,YC,,,,,80.0,20.0,,,,
16599406,102I070,35019751,10.807069,CWHvm1,CWH,vm,1,,CWHvm1_CW+YC,CW+YC,10.0,L,cwhvm1_cw_yc_l,True,Y,V,T,U,TC,DE,CW,70.0,99.999985,800.0,200.0,20.0,,,CW,YC,HM,,,,50.0,30.0,20.0,,,
16599426,102I070,31028391,1.582945,CWHvm1,CWH,vm,1,,CWHvm1_CW+YC,CW+YC,7.0,L,cwhvm1_cw_yc_l,True,Y,V,T,U,TC,DE,CW,55.0,50.000008,500.0,200.0,14.0,,,CW,YC,HW,,,,70.0,20.0,10.0,,,
