feature_id,map_id,polygon_id,area_ha,bec_group,bec_zone_code,bec_subzone,bec_variant,bec_phase,stratum_code,species_combo,estimated_site_index,si_class,au_id,selected_top_90_stratum,for_mgmt_land_base_ind,bclcs_level_1,bclcs_level_2,bclcs_level_3,bclcs_level_4,bclcs_level_5,est_site_index_species_cd,crown_closure,basal_area_75,stems_per_ha_75,est_age_spp1,est_height_spp1,est_age_spp2,est_height_spp2,species_cd_1,species_cd_2,species_cd_3,species_cd_4,species_cd_5,species_cd_6,species_pct_1,species_pct_2,species_pct_3,species_pct_4,species_pct_5,species_pct_6
17361866,092L033,31108899,3.79814,CWHvm2,CWH,vm,2,,CWHvm2_HW+YC,HW+YC,10.0,L,cwhvm2_hw_yc_l,True,Y,V,T,U,TC,OP,HW,60.0,48.38552,543.0,262.0,23.7,262.0,23.7,HW,YC,,,,,70.0,30.0,,,,
17361969,092L033,91789187,2.088445,CWHvm2,CWH,vm,2,,CWHvm2_HW+YC,HW+YC,11.0,L,cwhvm2_hw_yc_l,True,Y,V,T,U,TC,OP,HW,60.0,59.1624,628.0,312.0,24.9,312.0,24.9,HW,YC,BA,,,,50.0,30.0,20.0,,,
17362025,092L033,44759910,7.381094,CWHvm2,CWH,vm,2,,CWHvm2_HW+YC,HW+YC,9.0,L,cwhvm2_hw_yc_l,True,Y,V,T,U,TC,OP,HW,60.0,58.737324,638.0,192.0,24.3,192.0,24.3,HW,YC,BA,,,,50.0,30.0,20.0,,,
17362213,092L033,95238556,6.70088,CWHvm2,CWH,vm,2,,CWHvm2_HW+YC,HW+YC,12.0,L,cwhvm2_hw_yc_l,True,N,V,T,U,TC,OP,HW,55.0,28.24151,565.0,262.0,16.1,262.0,16.1,HW,YC,,,,,70.0,30.0,,,,
17412497,092L051,63724801,3.547778,CWHvm2,CWH,vm,2,,CWHvm2_HW+YC,HW+YC,9.0,L,cwhvm2_hw_yc_l,True,Y,V,T,U,TC,DE,HW,65.0,65.0,780.0,190.0,19.0,,,HW,YC,,,,,70.0,30.0,,,,
17412871,092L044,63697222,3.340573,CWHvm2,CWH,vm,2,,CWHvm2_HW+YC,HW+YC,6.0,L,cwhvm2_hw_yc_l,True,Y,V,T,U,TC,DE,HW,35.0,39.999992,419.0,190.0,14.0,190.0,9.5,HW,YC,CW,,,,40.0,35.0,25.0,,,
18008962,092L032,92011816,9.347237,CWHvm2,CWH,vm,2,,CWHvm2_HW+YC,HW+YC,12.0,L,cwhvm2_hw_yc_l,True,N,V,T,U,TC,DE,HW,50.0,45.0,140.0,250.0,29.0,,,HW,YC,,,,,50.0,50.0,,,,
18547544,092L033,20068687,0.599299,CWHvm2,CWH,vm,2,,CWHvm2_HW+YC,HW+YC,10.0,L,cwhvm2_hw_yc_l,True,N,V,T,U,TC,OP,HW,55.0,61.48966,464.0,262.0,30.8,262.0,30.8,HW,YC,BA,,,,70.0,20.0,10.0,,,
18547902,092L033,17928876,1.691268,CWHvm2,CWH,vm,2,,CWHvm2_HW+YC,HW+YC,11.0,L,cwhvm2_hw_yc_l,True,Y,V,T,U,TC,OP,HW,60.0,51.22868,520.0,262.0,26.5,262.0,26.5,HW,YC,BA,,,,60.0,30.0,10.0,,,
18548176,092L032,12769307,2.302202,CWHvm2,CWH,vm,2,,CWHvm2_HW+YC,HW+YC,11.0,L,cwhvm2_hw_yc_l,True,Y,V,T,U,TC,DE,HW,60.0,65.00014,220.0,250.0,28.0,,,HW,YC,BA,,,,55.0,35.0,10.0,,,
18548875,092L032,94430328,0.691675,CWHvm2,CWH,vm,2,,CWHvm2_HW+YC,HW+YC,12.0,L,cwhvm2_hw_yc_l,True,Y,V,T,U,TC,DE,HW,60.0,69.9999,190.0,250.0,30.0,,,HW,YC,,,,,80.0,20.0,,,,
18548992,092L032,12699048,0.75504,CWHvm2,CWH,vm,2,,CWHvm2_HW+YC,HW+YC,11.0,L,cwhvm2_hw_yc_l,True,Y,V,T,U,TC,DE,HW,60.0,60.00006,209.0,250.0,27.0,,,HW,YC,BA,,,,60.0,30.0,10.0,,,
18564025,092L033,60048334,6.626691,CWHvm2,CWH,vm,2,,CWHvm2_HW+YC,HW+YC,11.0,L,cwhvm2_hw_yc_l,True,Y,V,T,U,TC,OP,HW,60.0,49.58245,545.0,262.0,22.9,262.0,22.9,HW,YC,BA,,,,50.0,40.0,10.0,,,
19393653,092L023,49495902,14.127199,CWHvm2,CWH,vm,2,,CWHvm2_HW+YC,HW+YC,12.0,L,cwhvm2_hw_yc_l,True,Y,V,T,U,TC,SP,HW,11.0,,2145.0,1.0,0.2,1.0,0.2,HW,YC,BA,CW,,,30.1,30.0,29.9,10.0,,
19393973,092L032,6281461,2.936536,CWHvm2,CWH,vm,2,,CWHvm2_HW+YC,HW+YC,11.0,L,cwhvm2_hw_yc_l,True,Y,V,T,U,TC,DE,HW,55.0,60.00009,199.0,250.0,27.0,,,HW,YC,,,,,70.0,30.0,,,,
19396524,092L033,51300922,1.964781,CWHvm2,CWH,vm,2,,CWHvm2_HW+YC,HW+YC,12.0,L,cwhvm2_hw_yc_l,True,Y,V,T,U,TC,OP,HW,55.0,30.37785,382.0,262.0,21.0,262.0,21.0,HW,YC,,,,,70.0,30.0,,,,
19488021,092L033,40232194,1.612476,CWHvm2,CWH,vm,2,,CWHvm2_HW+YC,HW+YC,10.0,L,cwhvm2_hw_yc_l,True,Y,V,T,U,TC,DE,HW,60.0,45.0,299.0,150.0,19.0,,,HW,YC,BA,,,,50.0,30.0,20.0,,,
19488038,092L033,38062525,6.525561,CWHvm2,CWH,vm,2,,CWHvm2_HW+YC,HW+YC,12.0,L,cwhvm2_hw_yc_l,True,Y,V,T,U,TC,DE,HW,60.0,69.99992,199.0,250.0,30.0,,,HW,YC,BA,,,,75.0,15.0,10.0,,,
19488192,092L033,39387491,6.012518,CWHvm2,CWH,vm,2,,CWHvm2_HW+YC,HW+YC,11.0,L,cwhvm2_hw_yc_l,True,Y,V,T,U,TC,OP,HW,60.0,46.49521,586.0,262.0,21.8,262.0,21.8,HW,YC,BA,,,,70.0,20.0,10.0,,,
19488248,092L033,43337298,7.842952,CWHvm2,CWH,vm,2,,CWHvm2_HW+YC,HW+YC,11.0,L,cwhvm2_hw_yc_l,True,Y,V,T,U,TC,OP,HW,55.0,38.82728,566.0,262.0,19.8,262.0,19.8,HW,YC,BA,,,,60.0,30.0,10.0,,,
19490452,092L044,62657794,3.129049,CWHvm2,CWH,vm,2,,CWHvm2_HW+YC,HW+YC,11.0,L,cwhvm2_hw_yc_l,True,Y,V,T,U,TC,DE,HW,50.0,55.0,490.0,190.0,25.0,,,HW,YC,,,,,55.0,45.0,,,,
19490457,092L044,58948311,14.646398,CWHvm2,CWH,vm,2,,CWHvm2_HW+YC,HW+YC,11.0,L,cwhvm2_hw_yc_l,True,Y,V,T,U,TC,DE,HW,30.0,5.0,850.0,28.0,5.0,,,HW,YC,BA,,,,50.0,30.0,20.0,,,
20076995,092L033,23511907,15.437024,CWHvm2,CWH,vm,2,,CWHvm2_HW+YC,HW+YC,11.0,L,cwhvm2_hw_yc_l,True,N,V,T,U,TC,OP,HW,55.0,55.00003,210.0,250.0,27.0,,,HW,YC,BA,,,,60.0,30.0,10.0,,,
20082234,092L033,60548583,9.005993,CWHvm2,CWH,vm,2,,CWHvm2_HW+YC,HW+YC,11.0,L,cwhvm2_hw_yc_l,True,Y,V,T,U,TC,OP,HW,60.0,80.21977,408.0,262.0,35.2,262.0,35.3,HW,YC,BA,,,,60.0,30.0,10.0,,,
20148455,092L044,66446369,1.922645,CWHvm2,CWH,vm,2,,CWHvm2_HW+YC,HW+YC,12.0,L,cwhvm2_hw_yc_l,True,Y,V,T,U,TC,OP,HW,50.0,,4000.0,9.0,3.0,9.0,2.0,HW,YC,BA,,,,70.0,20.0,10.0,,,
20150299,092L033,24770355,3.2476,CWHvm2,CWH,vm,2,,CWHvm2_HW+YC,HW+YC,11.0,L,cwhvm2_hw_yc_l,True,Y,V,T,U,TC,DE,HW,55.0,55.00005,200.0,250.0,28.0,,,HW,YC,BA,,,,50.0,30.0,20.0,,,
21164192,092L043,59837814,9.086594,CWHvm2,CWH,vm,2,,CWHvm2_HW+YC,HW+YC,11.0,L,cwhvm2_hw_yc_l,True,Y,V,T,U,TC,OP,HW,60.0,46.07529,598.0,262.0,22.3,262.0,22.3,HW,YC,BA,,,,50.0,30.0,20.0,,,
21164197,092L043,59397928,3.866892,CWHvm2,CWH,vm,2,,CWHvm2_HW+YC,HW+YC,12.0,L,cwhvm2_hw_yc_l,True,Y,V,T,U,TC,OP,HW,60.0,62.15509,547.0,262.0,26.7,262.0,26.7,HW,YC,BA,,,,60.0,20.0,20.0,,,
23339965,092L051,8782499,2.548505,CWHvm2,CWH,vm,2,,CWHvm2_HW+YC,HW+YC,10.0,L,cwhvm2_hw_yc_l,True,Y,V,T,U,TC,DE,HW,60.0,59.99987,224.0,250.0,25.0,,,HW,YC,,,,,90.0,10.0,,,,
23339970,092L051,5942622,1.620767,CWHvm2,CWH,vm,2,,CWHvm2_HW+YC,HW+YC,11.0,L,cwhvm2_hw_yc_l,True,Y,V,T,U,TC,DE,HW,65.0,60.00012,250.0,200.0,24.0,,,HW,YC,,,,,70.0,30.0,,,,
23339979,092L051,8112354,4.34311,CWHvm2,CWH,vm,2,,CWHvm2_HW+YC,HW+YC,10.0,L,cwhvm2_hw_yc_l,True,Y,V,T,U,TC,DE,HW,65.0,55.000248,260.0,200.0,23.0,,,HW,YC,BA,,,,60.0,30.0,10.0,,,
23339982,092L051,4962423,3.907292,CWHvm2,CWH,vm,2,,CWHvm2_HW+YC,HW+YC,11.0,L,cwhvm2_hw_yc_l,True,Y,V,T,U,TC,DE,HW,65.0,60.00012,250.0,200.0,24.0,,,HW,YC,,,,,70.0,30.0,,,,
23342464,092L033,25952392,7.707568,CWHvm2,CWH,vm,2,,CWHvm2_HW+YC,HW+YC,11.0,L,cwhvm2_hw_yc_l,True,Y,V,T,U,TC,DE,HW,60.0,65.00009,230.0,250.0,26.0,,,HW,YC,BA,,,,50.0,40.0,10.0,,,
13517716,092L023,76015430,39.891944,CWHvm2,CWH,vm,2,,CWHvm2_HW+YC,HW+YC,13.0,M,cwhvm2_hw_yc_m,True,Y,V,T,U,TC,OP,HW,50.0,69.82846,432.0,232.0,32.6,232.0,32.6,HW,YC,BA,,,,70.0,20.0,10.0,,,
13517761,092L023,50935202,5.34135,CWHvm2,CWH,vm,2,,CWHvm2_HW+YC,HW+YC,14.0,M,cwhvm2_hw_yc_m,True,Y,V,T,U,TC,OP,HW,55.0,70.18996,448.0,312.0,29.1,312.0,29.1,HW,YC,BA,CW,,,50.0,20.0,20.0,10.0,,
13518016,092L023,66044925,15.265218,CWHvm2,CWH,vm,2,,CWHvm2_HW+YC,HW+YC,13.0,M,cwhvm2_hw_yc_m,True,Y,V,T,U,TC,OP,HW,45.0,61.772243,470.0,312.0,30.4,312.0,30.4,HW,YC,BA,CW,,,60.0,20.0,10.0,10.0,,
13521197,092L034,38806114,5.47902,CWHvm2,CWH,vm,2,,CWHvm2_HW+YC,HW+YC,14.0,M,cwhvm2_hw_yc_m,True,Y,V,T,U,TC,OP,HW,45.0,62.56752,483.0,312.0,30.8,312.0,30.7,HW,YC,BA,CW,,,50.0,20.0,20.0,10.0,,
13521215,092L034,47666281,4.560484,CWHvm2,CWH,vm,2,,CWHvm2_HW+YC,HW+YC,16.0,M,cwhvm2_hw_yc_m,True,Y,V,T,U,TC,OP,HW,55.0,61.54821,419.0,312.0,32.1,312.0,32.1,HW,YC,CW,BA,,,60.0,20.0,10.0,10.0,,
13523355,092L024,11784162,8.098218,CWHvm2,CWH,vm,2,,CWHvm2_HW+YC,HW+YC,16.0,M,cwhvm2_hw_yc_m,True,Y,V,T,U,TC,OP,HW,50.0,60.52261,480.0,312.0,30.3,312.0,30.3,HW,YC,BA,,,,60.0,30.0,10.0,,,
13523358,092L024,13033644,16.539324,CWHvm2,CWH,vm,2,,CWHvm2_HW+YC,HW+YC,13.0,M,cwhvm2_hw_yc_m,True,Y,V,T,U,TC,DE,HW,65.0,62.4151,630.0,192.0,24.2,192.0,24.2,HW,YC,BA,,,,70.0,20.0,10.0,,,
13523396,092L024,10293604,3.849313,CWHvm2,CWH,vm,2,,CWHvm2_HW+YC,HW+YC,15.0,M,cwhvm2_hw_yc_m,True,Y,V,T,U,TC,OP,HW,60.0,68.30462,507.0,172.0,29.4,172.0,29.4,HW,YC,CW,,,,50.0,40.0,10.0,,,
13524166,092L043,20995740,13.694818,CWHvm2,CWH,vm,2,,CWHvm2_HW+YC,HW+YC,13.0,M,cwhvm2_hw_yc_m,True,Y,V,T,U,TC,OP,HW,55.0,55.10299,445.0,262.0,30.4,262.0,30.4,HW,YC,BA,,,,70.0,20.0,10.0,,,
16571966,092L032,96311073,3.021643,CWHvm2,CWH,vm,2,,CWHvm2_HW+YC,HW+YC,13.0,M,cwhvm2_hw_yc_m,True,Y,V,T,U,TC,DE,HW,60.0,60.00019,189.0,250.0,31.0,,,HW,YC,BA,,,,60.0,30.0,10.0,,,
16594642,092L042,47616527,2.872456,CWHvm2,CWH,vm,2,,CWHvm2_HW+YC,HW+YC,13.0,M,cwhvm2_hw_yc_m,True,Y,V,T,U,TC,DE,HW,65.0,65.00019,230.0,200.0,29.0,,,HW,YC,CW,,,,50.0,30.0,20.0,,,
17357790,092L024,28894994,9.017715,CWHvm2,CWH,vm,2,,CWHvm2_HW+YC,HW+YC,14.0,M,cwhvm2_hw_yc_m,True,Y,V,T,U,TC,OP,HW,50.0,62.280952,456.0,262.0,29.5,262.0,29.5,HW,YC,BA,,,,60.0,20.0,20.0,,,
17362241,092L023,50665593,12.554665,CWHvm2,CWH,vm,2,,CWHvm2_HW+YC,HW+YC,14.0,M,cwhvm2_hw_yc_m,True,Y,V,T,U,TC,OP,HW,50.0,67.836105,503.0,312.0,28.9,312.0,28.9,HW,YC,CW,BA,,,60.0,20.0,10.0,10.0,,
17362262,092L033,35067269,17.745618,CWHvm2,CWH,vm,2,,CWHvm2_HW+YC,HW+YC,14.0,M,cwhvm2_hw_yc_m,True,Y,V,T,U,TC,DE,HW,60.0,70.000046,190.0,250.0,33.0,,,HW,YC,BA,,,,75.0,15.0,10.0,,,
18545491,092L045,99297686,2.153679,CWHvm2,CWH,vm,2,,CWHvm2_HW+YC,HW+YC,16.0,M,cwhvm2_hw_yc_m,True,Y,V,T,U,TC,OP,HW,40.0,1.0,3040.0,8.0,1.5,11.0,1.4,HW,YC,BA,CW,,,60.0,20.0,10.0,10.0,,
18545576,092L045,757513,15.335187,CWHvm2,CWH,vm,2,,CWHvm2_HW+YC,HW+YC,16.0,M,cwhvm2_hw_yc_m,True,Y,V,T,U,TC,SP,HW,20.0,1.0,3040.0,8.0,1.5,11.0,1.4,HW,YC,BA,CW,,,60.0,20.0,10.0,10.0,,
18912027,092L023,57664603,2.82646,CWHvm2,CWH,vm,2,,CWHvm2_HW+YC,HW+YC,16.0,M,cwhvm2_hw_yc_m,True,Y,V,T,U,TC,OP,HW,50.0,65.63596,436.0,312.0,32.2,312.0,32.2,HW,YC,CW,BA,,,50.0,20.0,20.0,10.0,,
18912287,092L023,57124619,0.120199,CWHvm2,CWH,vm,2,,CWHvm2_HW+YC,HW+YC,16.0,M,cwhvm2_hw_yc_m,True,Y,V,T,U,TC,OP,HW,50.0,65.63596,436.0,312.0,32.2,312.0,32.2,HW,YC,CW,BA,,,50.0,20.0,20.0,10.0,,
18920871,092L024,36413921,1.360051,CWHvm2,CWH,vm,2,,CWHvm2_HW+YC,HW+YC,15.0,M,cwhvm2_hw_yc_m,True,Y,V,T,U,TC,OP,HW,55.0,69.76324,494.0,312.0,28.9,312.0,28.9,HW,YC,BA,,,,60.0,20.0,20.0,,,
18920904,092L024,6523599,2.667066,CWHvm2,CWH,vm,2,,CWHvm2_HW+YC,HW+YC,17.0,M,cwhvm2_hw_yc_m,True,Y,V,T,U,TC,OP,HW,40.0,21.886662,412.0,52.0,18.8,52.0,18.8,HW,YC,,,,,80.0,20.0,,,,
18921079,092L024,9752876,2.07219,CWHvm2,CWH,vm,2,,CWHvm2_HW+YC,HW+YC,16.0,M,cwhvm2_hw_yc_m,True,Y,V,T,U,TC,OP,HW,40.0,50.859882,435.0,242.0,27.9,242.0,27.9,HW,YC,CW,BA,,,60.0,20.0,10.0,10.0,,
18921146,092L024,40564826,0.649872,CWHvm2,CWH,vm,2,,CWHvm2_HW+YC,HW+YC,14.0,M,cwhvm2_hw_yc_m,True,Y,V,T,U,TC,OP,HW,50.0,59.38925,441.0,262.0,31.3,262.0,31.3,HW,YC,BA,CW,,,75.0,10.0,10.0,5.0,,
18921225,092L024,6553683,12.797458,CWHvm2,CWH,vm,2,,CWHvm2_HW+YC,HW+YC,15.0,M,cwhvm2_hw_yc_m,True,Y,V,T,U,TC,DE,HW,65.0,69.95308,522.0,192.0,29.5,192.0,29.5,HW,YC,BA,,,,60.0,20.0,20.0,,,
18921400,092L024,34424300,13.318338,CWHvm2,CWH,vm,2,,CWHvm2_HW+YC,HW+YC,14.0,M,cwhvm2_hw_yc_m,True,Y,V,T,U,TC,DE,HW,65.0,78.60473,542.0,192.0,30.5,192.0,30.5,HW,YC,CW,BA,,,60.0,20.0,10.0,10.0,,
19212570,092L062,39190795,4.132452,CWHvm2,CWH,vm,2,,CWHvm2_HW+YC,HW+YC,16.0,M,cwhvm2_hw_yc_m,True,Y,V,T,U,TC,DE,HW,50.0,85.00017,500.0,190.0,35.0,190.0,29.0,HW,YC,CW,BA,,,40.0,25.0,20.0,15.0,,
19349569,092L034,50776267,4.736342,CWHvm2,CWH,vm,2,,CWHvm2_HW+YC,HW+YC,16.0,M,cwhvm2_hw_yc_m,True,Y,V,T,U,TC,OP,HW,40.0,56.320213,425.0,262.0,31.3,262.0,31.3,HW,YC,BA,CW,,,60.0,20.0,15.0,5.0,,
19349802,092L034,48756218,4.12608,CWHvm2,CWH,vm,2,,CWHvm2_HW+YC,HW+YC,16.0,M,cwhvm2_hw_yc_m,True,Y,V,T,U,TC,OP,HW,55.0,57.573296,429.0,312.0,30.2,312.0,30.2,HW,YC,BA,CW,,,40.0,30.0,20.0,10.0,,
19350105,092L034,33930730,2.084381,CWHvm2,CWH,vm,2,,CWHvm2_HW+YC,HW+YC,15.0,M,cwhvm2_hw_yc_m,True,Y,V,T,U,TC,OP,HW,60.0,74.82517,558.0,262.0,31.1,262.0,31.1,HW,YC,BA,,,,65.0,25.0,10.0,,,
19393629,092L023,71315433,11.986757,CWHvm2,CWH,vm,2,,CWHvm2_HW+YC,HW+YC,14.0,M,cwhvm2_hw_yc_m,True,Y,V,T,U,TC,OP,HW,40.0,60.406982,449.0,232.0,31.2,232.0,31.2,HW,YC,CW,BA,,,60.0,20.0,10.0,10.0,,
19398287,092L034,59327234,8.563643,CWHvm2,CWH,vm,2,,CWHvm2_HW+YC,HW+YC,16.0,M,cwhvm2_hw_yc_m,True,Y,V,T,U,TC,OP,HW,50.0,10.0,750.0,25.0,12.0,25.0,10.0,HW,YC,BA,CW,,,60.0,25.0,10.0,5.0,,
19486194,092L023,53905772,11.888591,CWHvm2,CWH,vm,2,,CWHvm2_HW+YC,HW+YC,13.0,M,cwhvm2_hw_yc_m,True,Y,V,T,U,TC,OP,HW,55.0,58.61967,566.0,312.0,24.9,312.0,24.9,HW,YC,BA,CW,,,50.0,20.0,20.0,10.0,,
19486467,092L062,66488979,2.226039,CWHvm2,CWH,vm,2,,CWHvm2_HW+YC,HW+YC,16.0,M,cwhvm2_hw_yc_m,True,Y,V,T,U,TC,DE,HW,55.0,75.00004,469.0,190.0,35.0,,,HW,YC,BA,,,,65.0,30.0,5.0,,,
19490451,092L044,64277433,4.23857,CWHvm2,CWH,vm,2,,CWHvm2_HW+YC,HW+YC,14.0,M,cwhvm2_hw_yc_m,True,Y,V,T,U,TC,DE,HW,55.0,75.00041,420.0,190.0,31.0,190.0,25.1,HW,YC,BA,CW,,,35.0,30.0,25.0,10.0,,
13521075,092L034,41656559,6.902979,CWHvm2,CWH,vm,2,,CWHvm2_YC+HW,YC+HW,15.0,H,cwhvm2_yc_hw_h,True,Y,V,T,U,TC,OP,YC,55.0,86.27494,373.0,362.0,32.4,362.0,32.4,YC,HW,BA,CW,,,50.0,30.0,10.0,10.0,,
13523633,092L024,6244488,25.405875,CWHvm2,CWH,vm,2,,CWHvm2_YC+HW,YC+HW,16.0,H,cwhvm2_yc_hw_h,True,Y,V,T,U,TC,OP,YC,45.0,81.57556,359.0,262.0,31.3,262.0,31.3,YC,HW,BA,CW,,,50.0,30.0,10.0,10.0,,
16580344,092L054,55748959,24.745149,CWHvm2,CWH,vm,2,,CWHvm2_YC+HW,YC+HW,21.0,H,cwhvm2_yc_hw_h,True,Y,V,T,U,TC,DE,YC,50.0,6.0,750.0,25.0,8.0,,,YC,HW,BA,,,,50.0,30.0,20.0,,,
16580451,092L054,56599361,12.961586,CWHvm2,CWH,vm,2,,CWHvm2_YC+HW,YC+HW,21.0,H,cwhvm2_yc_hw_h,True,Y,V,T,U,TC,DE,YC,45.0,4.0,750.0,25.0,8.0,,,YC,HW,BA,,,,50.0,40.0,10.0,,,
16588111,092L044,56978649,26.652821,CWHvm2,CWH,vm,2,,CWHvm2_YC+HW,YC+HW,27.0,H,cwhvm2_yc_hw_h,True,Y,V,T,U,TC,DE,YC,45.0,6.0,600.0,20.0,8.0,,,YC,HW,BA,,,,60.0,30.0,10.0,,,
17362653,092L033,73676262,2.614823,CWHvm2,CWH,vm,2,,CWHvm2_YC+HW,YC+HW,17.0,H,cwhvm2_yc_hw_h,True,Y,V,T,U,TC,SP,YC,10.0,38.05431,326.0,362.0,20.4,362.0,20.5,YC,HW,,,,,70.0,30.0,,,,
17387130,092L044,57588251,6.042612,CWHvm2,CWH,vm,2,,CWHvm2_YC+HW,YC+HW,15.0,H,cwhvm2_yc_hw_h,True,Y,V,T,U,TC,DE,YC,45.0,49.999992,620.0,190.0,29.0,,,YC,HW,BA,,,,60.0,35.0,5.0,,,
17405948,092L043,34772819,1.195395,CWHvm2,CWH,vm,2,,CWHvm2_YC+HW,YC+HW,17.0,H,cwhvm2_yc_hw_h,True,Y,V,T,U,TC,SP,YC,25.0,,5560.0,12.0,1.7,,,YC,HW,CW,BA,,,50.0,30.0,10.0,10.0,,
17407493,092L042,2223574,9.567278,CWHvm2,CWH,vm,2,,CWHvm2_YC+HW,YC+HW,24.0,H,cwhvm2_yc_hw_h,True,Y,V,T,U,TC,SP,YC,13.0,,1767.0,11.0,1.7,11.0,3.9,YC,HW,BA,CW,,,60.0,20.0,10.0,10.0,,
17409451,092L042,7133121,1.621106,CWHvm2,CWH,vm,2,,CWHvm2_YC+HW,YC+HW,23.0,H,cwhvm2_yc_hw_h,True,Y,V,T,U,TC,OP,YC,60.0,73.1457,577.0,150.0,37.2,,38.0,YC,HW,,,,,59.0,41.0,,,,
18545555,092L045,84117248,4.576881,CWHvm2,CWH,vm,2,,CWHvm2_YC+HW,YC+HW,20.0,H,cwhvm2_yc_hw_h,True,Y,V,T,U,TC,SP,YC,11.0,,1120.0,2.0,0.4,1.0,0.3,YC,HW,,,,,70.0,30.0,,,,
18545615,092L045,8897158,22.562793,CWHvm2,CWH,vm,2,,CWHvm2_YC+HW,YC+HW,20.0,H,cwhvm2_yc_hw_h,True,Y,V,T,U,TC,SP,YC,11.0,,5750.0,10.0,1.8,8.0,2.4,YC,HW,HM,BA,CW,,40.0,30.0,10.0,10.0,10.0,
18546320,092L045,86816566,0.687653,CWHvm2,CWH,vm,2,,CWHvm2_YC+HW,YC+HW,20.0,H,cwhvm2_yc_hw_h,True,Y,V,T,U,TC,OP,YC,40.0,0.0,2320.0,6.0,1.2,6.0,1.2,YC,HW,CW,BA,,,40.1,39.9,10.0,10.0,,
18546715,092L045,85117101,1.200651,CWHvm2,CWH,vm,2,,CWHvm2_YC+HW,YC+HW,16.0,H,cwhvm2_yc_hw_h,True,Y,V,T,U,TC,OP,YC,30.0,1.0,4560.0,10.0,1.4,8.0,1.6,YC,HW,BA,HM,,,50.0,30.0,10.0,10.0,,
18546740,092L045,84626899,3.411747,CWHvm2,CWH,vm,2,,CWHvm2_YC+HW,YC+HW,16.0,H,cwhvm2_yc_hw_h,True,Y,V,T,U,TC,OP,YC,30.0,1.0,4560.0,10.0,1.4,8.0,1.6,YC,HW,BA,HM,,,50.0,30.0,10.0,10.0,,
18547129,092L045,8566841,12.273012,CWHvm2,CWH,vm,2,,CWHvm2_YC+HW,YC+HW,24.0,H,cwhvm2_yc_hw_h,True,Y,V,T,U,TC,SP,YC,11.0,,2880.0,12.0,2.2,5.0,1.1,YC,HW,BA,,,,50.0,30.0,20.0,,,
18547187,092L055,39989683,5.347791,CWHvm2,CWH,vm,2,,CWHvm2_YC+HW,YC+HW,28.0,H,cwhvm2_yc_hw_h,True,Y,V,T,U,TC,OP,YC,30.0,0.0,2120.0,7.0,1.0,15.0,7.0,YC,HW,BA,HM,,,60.0,20.0,10.0,10.0,,
18912543,092L023,58704534,6.710929,CWHvm2,CWH,vm,2,,CWHvm2_YC+HW,YC+HW,18.0,H,cwhvm2_yc_hw_h,True,Y,V,T,U,TC,OP,YC,50.0,74.42255,326.0,362.0,32.2,362.0,32.2,YC,HW,CW,BA,,,40.0,30.0,20.0,10.0,,
19344320,092L044,52958577,5.592035,CWHvm2,CWH,vm,2,,CWHvm2_YC+HW,YC+HW,21.0,H,cwhvm2_yc_hw_h,True,Y,V,T,U,TC,DE,YC,50.0,6.0,480.0,25.0,8.0,,,YC,HW,BA,,,,50.0,30.0,20.0,,,
19349749,092L034,58028988,14.165945,CWHvm2,CWH,vm,2,,CWHvm2_YC+HW,YC+HW,24.0,H,cwhvm2_yc_hw_h,True,Y,V,T,U,TC,SP,YC,25.0,1.0,1900.0,10.0,2.0,11.0,3.9,YC,HW,BA,CW,,,60.0,20.0,10.0,10.0,,
19393655,092L033,53156090,3.048854,CWHvm2,CWH,vm,2,,CWHvm2_YC+HW,YC+HW,16.0,H,cwhvm2_yc_hw_h,True,Y,V,T,U,TC,SP,YC,11.0,,1580.0,1.0,0.2,1.0,0.3,YC,HW,BA,,,,60.0,20.0,20.0,,,
19489469,092L045,98677031,11.826983,CWHvm2,CWH,vm,2,,CWHvm2_YC+HW,YC+HW,20.0,H,cwhvm2_yc_hw_h,True,Y,V,T,U,TC,SP,YC,11.0,,1494.0,1.0,0.3,1.0,0.2,YC,HW,CW,,,,60.0,30.0,10.0,,,
19490124,092L044,64143758,41.253144,CWHvm2,CWH,vm,2,,CWHvm2_YC+HW,YC+HW,20.0,H,cwhvm2_yc_hw_h,True,Y,V,T,U,TC,SP,YC,11.0,,1840.0,1.0,0.4,1.0,0.2,YC,HW,HM,BA,CW,,30.0,20.0,20.0,20.0,10.0,
19490476,092L044,58798657,13.900937,CWHvm2,CWH,vm,2,,CWHvm2_YC+HW,YC+HW,24.0,H,cwhvm2_yc_hw_h,True,Y,V,T,U,TC,DE,YC,40.0,4.0,720.0,20.0,7.0,,,YC,HW,,,,,70.0,30.0,,,,
19490597,092L044,81326169,14.006442,CWHvm2,CWH,vm,2,,CWHvm2_YC+HW,YC+HW,16.0,H,cwhvm2_yc_hw_h,True,Y,V,T,U,TC,SP,YC,11.0,,1960.0,5.0,0.8,5.0,0.8,YC,HW,BA,,,,60.0,30.0,10.0,,,
19490599,092L044,81526624,1.996078,CWHvm2,CWH,vm,2,,CWHvm2_YC+HW,YC+HW,16.0,H,cwhvm2_yc_hw_h,True,Y,V,T,U,TC,SP,YC,11.0,,1960.0,5.0,0.8,5.0,0.8,YC,HW,BA,,,,60.0,30.0,10.0,,,
