au_id,stratum_code,si_class,selected_top_90_stratum,area_ha,stand_count,mean_si,median_si,bec_group,species_combo,curve_lane,source_table,matched_legacy_au_code,matched_legacy_au_key,legacy_au_footnote_marker,legacy_age_band_context,match_confidence,match_score,species_l1_pct,mp10_weighted_si,si_abs_diff,dominant_species_bucket_match,fallback_or_review_note,au_ba_pct,au_cw_pct,au_cy_pct,au_fd_pct,au_hw_pct,au_ss_pct,au_other_pct,mp10_ba_pct,mp10_cw_pct,mp10_cy_pct,mp10_fd_pct,mp10_hw_pct,mp10_ss_pct,mp10_other_pct,initial_sph,spaced_sph,oaf1_pct,oaf2_pct,utilization_dbh_cm,regen_delay_years,mp10_thlb_area_ha
cwhvh1_hw_ba_h,CWHvh1_HW+BA,H,True,372.648201,59,25.288136,25.0,CWHvh1,HW+BA,existing_managed_1_10,mp10_table_28,5150,mp10_au_5150,,existing_managed_aged_1_10,high,29.06954,24.723561,27.461126,2.17299,True,high-confidence nearest MP10 row by species/SI similarity,20.273894,5.207425,0.1569,0.0,72.051523,1.803022,0.507236,23.0,10.0,5.0,0.0,62.0,0.0,0.0,1100,,10.0,5.0,12.5,,153
cwhvh1_hw_ba_h,CWHvh1_HW+BA,H,True,372.648201,59,25.288136,25.0,CWHvh1,HW+BA,future_managed,mp10_table_29,1510,mp10_au_1510,,future_managed,high,20.242933,15.896954,27.461126,2.17299,True,high-confidence nearest MP10 row by species/SI similarity,20.273894,5.207425,0.1569,0.0,72.051523,1.803022,0.507236,20.0,0.0,0.0,0.0,80.0,0.0,0.0,3000,,10.0,5.0,12.5,1 planted / 3 natural per Section 8.6.5,17743
cwhvh1_hw_ba_l,CWHvh1_HW+BA,L,True,467.414274,81,14.691358,15.0,CWHvh1,HW+BA,existing_managed_11_50,mp10_table_27,9250,mp10_au_9250,,existing_managed_aged_11_50,medium,27.58775,16.307214,20.331626,5.640268,True,"medium-confidence nearest MP10 row; acceptable for planning crosswalk, review before final curve QA",21.921737,3.560538,0.0,0.0,71.285855,2.670187,0.561682,17.0,9.0,0.0,0.0,74.0,0.0,0.0,800,,10.0,5.0,12.5,,256
cwhvh1_hw_ba_l,CWHvh1_HW+BA,L,True,467.414274,81,14.691358,15.0,CWHvh1,HW+BA,existing_managed_1_10,mp10_table_28,6150,mp10_au_6150,,existing_managed_aged_1_10,medium,35.58775,24.307214,20.331626,5.640268,True,"medium-confidence nearest MP10 row; acceptable for planning crosswalk, review before final curve QA",21.921737,3.560538,0.0,0.0,71.285855,2.670187,0.561682,13.0,10.0,0.0,0.0,77.0,0.0,0.0,1500,,10.0,5.0,12.5,,56
cwhvh1_hw_ba_l,CWHvh1_HW+BA,L,True,467.414274,81,14.691358,15.0,CWHvh1,HW+BA,future_managed,mp10_table_29,9510,mp10_au_9510,,future_managed,medium,31.280536,20.0,20.331626,5.640268,True,"medium-confidence nearest MP10 row; acceptable for planning crosswalk, review before final curve QA",21.921737,3.560538,0.0,0.0,71.285855,2.670187,0.561682,20.0,0.0,10.0,0.0,70.0,0.0,0.0,2000,,10.0,5.0,12.5,1 planted / 3 natural per Section 8.6.5,312
cwhvh1_hw_ba_m,CWHvh1_HW+BA,M,True,140.890507,32,18.875,19.0,CWHvh1,HW+BA,existing_managed_11_50,mp10_table_27,9250,mp10_au_9250,,existing_managed_aged_11_50,high,18.189236,15.277625,20.330805,1.455805,True,high-confidence nearest MP10 row by species/SI similarity,21.405881,3.297316,0.454615,0.0,72.063872,2.778316,0.0,17.0,9.0,0.0,0.0,74.0,0.0,0.0,800,,10.0,5.0,12.5,,256
cwhvh1_hw_ba_m,CWHvh1_HW+BA,M,True,140.890507,32,18.875,19.0,CWHvh1,HW+BA,existing_managed_1_10,mp10_table_28,6150,mp10_au_6150,,existing_managed_aged_1_10,high,26.189236,23.277625,20.330805,1.455805,True,high-confidence nearest MP10 row by species/SI similarity,21.405881,3.297316,0.454615,0.0,72.063872,2.778316,0.0,13.0,10.0,0.0,0.0,77.0,0.0,0.0,1500,,10.0,5.0,12.5,,56
cwhvh1_hw_ba_m,CWHvh1_HW+BA,M,True,140.890507,32,18.875,19.0,CWHvh1,HW+BA,future_managed,mp10_table_29,9510,mp10_au_9510,,future_managed,high,22.00238,19.09077,20.330805,1.455805,True,high-confidence nearest MP10 row by species/SI similarity,21.405881,3.297316,0.454615,0.0,72.063872,2.778316,0.0,20.0,0.0,10.0,0.0,70.0,0.0,0.0,2000,,10.0,5.0,12.5,1 planted / 3 natural per Section 8.6.5,312
cwhvh1_hw_cw_h,CWHvh1_HW+CW,H,True,858.724563,97,27.226805,28.0,CWHvh1,HW+CW,existing_managed_11_50,mp10_table_27,6251,mp10_au_6251,,existing_managed_aged_11_50,high,12.66662,11.672787,26.729889,0.496916,True,high-confidence nearest MP10 row by species/SI similarity,4.018958,25.263521,1.036309,0.138676,64.116296,4.78379,0.642452,0.0,26.0,0.0,0.0,69.0,5.0,0.0,1200,,10.0,5.0,12.5,,977
cwhvh1_hw_cw_h,CWHvh1_HW+CW,H,True,858.724563,97,27.226805,28.0,CWHvh1,HW+CW,existing_managed_1_10,mp10_table_28,1150,mp10_au_1150,,existing_managed_aged_1_10,high,30.486409,29.962085,26.964643,0.262162,True,high-confidence nearest MP10 row by species/SI similarity,4.018958,25.263521,1.036309,0.138676,64.116296,4.78379,0.642452,19.0,18.0,0.0,0.0,63.0,0.0,0.0,1100,,10.0,5.0,12.5,,5815
cwhvh1_hw_cw_h,CWHvh1_HW+CW,H,True,858.724563,97,27.226805,28.0,CWHvh1,HW+CW,future_managed,mp10_table_29,1500,mp10_au_1500,2.0,future_managed,high,32.486409,31.962085,26.964643,0.262162,True,high-confidence nearest MP10 row by species/SI similarity,4.018958,25.263521,1.036309,0.138676,64.116296,4.78379,0.642452,20.0,20.0,0.0,0.0,60.0,0.0,0.0,1100,,10.0,5.0,12.5,1 planted / 3 natural per Section 8.6.5,41399
cwhvh1_hw_cw_l,CWHvh1_HW+CW,L,True,749.479196,125,13.368,14.0,CWHvh1,HW+CW,existing_managed_11_50,mp10_table_27,6251,mp10_au_6251,,existing_managed_aged_11_50,fallback_review_required,41.834829,15.471866,26.549481,13.181481,True,nearest MP10 species/productivity row only; review before executable BatchTIPSY use,5.331758,26.109491,0.41111,0.029092,63.562881,2.701186,1.854481,0.0,26.0,0.0,0.0,69.0,5.0,0.0,1200,,10.0,5.0,12.5,,977
cwhvh1_hw_cw_l,CWHvh1_HW+CW,L,True,749.479196,125,13.368,14.0,CWHvh1,HW+CW,existing_managed_1_10,mp10_table_28,7150,mp10_au_7150,,existing_managed_aged_1_10,medium,41.524721,28.210721,20.025,6.657,True,"medium-confidence nearest MP10 row; acceptable for planning crosswalk, review before final curve QA",5.331758,26.109491,0.41111,0.029092,63.562881,2.701186,1.854481,9.0,17.0,0.0,0.0,74.0,0.0,0.0,1000,,10.0,5.0,12.5,,24
cwhvh1_hw_cw_l,CWHvh1_HW+CW,L,True,749.479196,125,13.368,14.0,CWHvh1,HW+CW,future_managed,mp10_table_29,1500,mp10_au_1500,2.0,future_managed,fallback_review_required,56.302238,29.336483,26.850878,13.482878,True,nearest MP10 species/productivity row only; review before executable BatchTIPSY use,5.331758,26.109491,0.41111,0.029092,63.562881,2.701186,1.854481,20.0,20.0,0.0,0.0,60.0,0.0,0.0,1100,,10.0,5.0,12.5,1 planted / 3 natural per Section 8.6.5,41399
cwhvh1_hw_cw_m,CWHvh1_HW+CW,M,True,339.5067,69,18.971014,18.0,CWHvh1,HW+CW,existing_managed_11_50,mp10_table_27,6251,mp10_au_6251,,existing_managed_aged_11_50,medium,20.924445,5.001257,26.932608,7.961594,True,"medium-confidence nearest MP10 row; acceptable for planning crosswalk, review before final curve QA",1.506385,25.205774,0.333843,0.0,68.217357,4.07624,0.660401,0.0,26.0,0.0,0.0,69.0,5.0,0.0,1200,,10.0,5.0,12.5,,977
cwhvh1_hw_cw_m,CWHvh1_HW+CW,M,True,339.5067,69,18.971014,18.0,CWHvh1,HW+CW,existing_managed_1_10,mp10_table_28,7150,mp10_au_7150,,existing_managed_aged_1_10,high,28.768043,26.552516,20.078777,1.107763,True,high-confidence nearest MP10 row by species/SI similarity,1.506385,25.205774,0.333843,0.0,68.217357,4.07624,0.660401,9.0,17.0,0.0,0.0,74.0,0.0,0.0,1000,,10.0,5.0,12.5,,24
cwhvh1_hw_cw_m,CWHvh1_HW+CW,M,True,339.5067,69,18.971014,18.0,CWHvh1,HW+CW,future_managed,mp10_table_29,1500,mp10_au_1500,2.0,future_managed,low,53.077222,36.98723,27.01601,8.044996,True,low-confidence nearest MP10 row; review species/SI mismatch before executable BatchTIPSY use,1.506385,25.205774,0.333843,0.0,68.217357,4.07624,0.660401,20.0,20.0,0.0,0.0,60.0,0.0,0.0,1100,,10.0,5.0,12.5,1 planted / 3 natural per Section 8.6.5,41399
cwhvh1_hw_ss_h,CWHvh1_HW+SS,H,True,376.075834,40,29.6,30.0,CWHvh1,HW+SS,existing_managed_11_50,mp10_table_27,0250,mp10_au_0250,,existing_managed_aged_11_50,high,26.214621,18.588856,33.412882,3.812882,True,high-confidence nearest MP10 row by species/SI similarity,5.126431,5.159086,0.0,0.0,70.420055,18.807075,0.487353,7.0,6.0,0.0,0.0,77.0,10.0,0.0,900,,10.0,5.0,12.5,,772
cwhvh1_hw_ss_h,CWHvh1_HW+SS,H,True,376.075834,40,29.6,30.0,CWHvh1,HW+SS,existing_managed_1_10,mp10_table_28,0150,mp10_au_0150,,existing_managed_aged_1_10,medium,46.290218,38.588856,33.450681,3.850681,True,"medium-confidence nearest MP10 row; acceptable for planning crosswalk, review before final curve QA",5.126431,5.159086,0.0,0.0,70.420055,18.807075,0.487353,11.0,16.0,0.0,0.0,73.0,0.0,0.0,1100,,10.0,5.0,12.5,,44
cwhvh1_hw_ss_h,CWHvh1_HW+SS,H,True,376.075834,40,29.6,30.0,CWHvh1,HW+SS,future_managed,mp10_table_29,1510,mp10_au_1510,,future_managed,medium,51.594019,48.907029,28.256505,1.343495,True,"medium-confidence nearest MP10 row; acceptable for planning crosswalk, review before final curve QA",5.126431,5.159086,0.0,0.0,70.420055,18.807075,0.487353,20.0,0.0,0.0,0.0,80.0,0.0,0.0,3000,,10.0,5.0,12.5,1 planted / 3 natural per Section 8.6.5,17743
cwhvh1_hw_ss_l,CWHvh1_HW+SS,L,True,265.087958,49,15.489796,16.0,CWHvh1,HW+SS,existing_managed_11_50,mp10_table_27,7252,mp10_au_7252,,existing_managed_aged_11_50,medium,45.16096,33.786787,21.176882,5.687086,True,"medium-confidence nearest MP10 row; acceptable for planning crosswalk, review before final curve QA",6.380842,4.702121,0.0,0.0,66.127428,21.85387,1.143308,7.0,6.0,0.0,5.0,76.0,6.0,0.0,1600,900.0,10.0,5.0,12.5,,64
cwhvh1_hw_ss_l,CWHvh1_HW+SS,L,True,265.087958,49,15.489796,16.0,CWHvh1,HW+SS,existing_managed_1_10,mp10_table_28,6150,mp10_au_6150,,existing_managed_aged_1_10,medium,57.16096,45.786787,21.176882,5.687086,True,"medium-confidence nearest MP10 row; acceptable for planning crosswalk, review before final curve QA",6.380842,4.702121,0.0,0.0,66.127428,21.85387,1.143308,13.0,10.0,0.0,0.0,77.0,0.0,0.0,1500,,10.0,5.0,12.5,,56
cwhvh1_hw_ss_l,CWHvh1_HW+SS,L,True,265.087958,49,15.489796,16.0,CWHvh1,HW+SS,future_managed,mp10_table_29,9510,mp10_au_9510,,future_managed,medium,66.565201,55.191028,21.176882,5.687086,True,"medium-confidence nearest MP10 row; acceptable for planning crosswalk, review before final curve QA",6.380842,4.702121,0.0,0.0,66.127428,21.85387,1.143308,20.0,0.0,10.0,0.0,70.0,0.0,0.0,2000,,10.0,5.0,12.5,1 planted / 3 natural per Section 8.6.5,312
cwhvh1_hw_ss_m,CWHvh1_HW+SS,M,True,246.655292,34,22.352942,22.0,CWHvh1,HW+SS,existing_managed_11_50,mp10_table_27,7250,mp10_au_7250,,existing_managed_aged_11_50,medium,43.383578,41.343894,21.3331,1.019842,True,"medium-confidence nearest MP10 row; acceptable for planning crosswalk, review before final curve QA",1.901262,3.974618,0.0,0.0,67.452172,25.323086,1.348862,6.0,14.0,0.0,0.0,74.0,6.0,0.0,800,,10.0,5.0,12.5,,999
cwhvh1_hw_ss_m,CWHvh1_HW+SS,M,True,246.655292,34,22.352942,22.0,CWHvh1,HW+SS,existing_managed_1_10,mp10_table_28,6150,mp10_au_6150,,existing_managed_aged_1_10,medium,55.383578,53.343894,21.3331,1.019842,True,"medium-confidence nearest MP10 row; acceptable for planning crosswalk, review before final curve QA",1.901262,3.974618,0.0,0.0,67.452172,25.323086,1.348862,13.0,10.0,0.0,0.0,77.0,0.0,0.0,1500,,10.0,5.0,12.5,,56
cwhvh1_hw_ss_m,CWHvh1_HW+SS,M,True,246.655292,34,22.352942,22.0,CWHvh1,HW+SS,future_managed,mp10_table_29,9510,mp10_au_9510,,future_managed,medium,63.332815,61.293131,21.3331,1.019842,True,"medium-confidence nearest MP10 row; acceptable for planning crosswalk, review before final curve QA",1.901262,3.974618,0.0,0.0,67.452172,25.323086,1.348862,20.0,0.0,10.0,0.0,70.0,0.0,0.0,2000,,10.0,5.0,12.5,1 planted / 3 natural per Section 8.6.5,312
cwhvm1_ba_hw_h,CWHvm1_BA+HW,H,True,311.257048,36,30.055555,30.0,CWHvm1,BA+HW,existing_managed_11_50,mp10_table_27,1210,mp10_au_1210,,existing_managed_aged_11_50,high,24.951132,18.424501,26.79224,3.263315,True,high-confidence nearest MP10 row by species/SI similarity,54.787749,5.848518,0.053812,0.0,38.432689,0.877231,0.0,64.0,0.0,0.0,0.0,36.0,0.0,0.0,900,,10.0,5.0,12.5,,567
cwhvm1_ba_hw_h,CWHvm1_BA+HW,H,True,311.257048,36,30.055555,30.0,CWHvm1,BA+HW,existing_managed_1_10,mp10_table_28,1110,mp10_au_1110,,existing_managed_aged_1_10,high,36.843508,30.316877,26.79224,3.263315,True,high-confidence nearest MP10 row by species/SI similarity,54.787749,5.848518,0.053812,0.0,38.432689,0.877231,0.0,61.0,0.0,9.0,0.0,30.0,0.0,0.0,1100,,10.0,5.0,12.5,,24
cwhvm1_ba_hw_h,CWHvm1_BA+HW,H,True,311.257048,36,30.055555,30.0,CWHvm1,BA+HW,future_managed,mp10_table_29,5500,mp10_au_5500,2.0,future_managed,medium,56.419007,49.892376,26.79224,3.263315,True,"medium-confidence nearest MP10 row; acceptable for planning crosswalk, review before final curve QA",54.787749,5.848518,0.053812,0.0,38.432689,0.877231,0.0,40.0,0.0,25.0,0.0,35.0,0.0,0.0,1100,,10.0,5.0,12.5,1 planted / 3 natural per Section 8.6.5,6742
cwhvm1_ba_hw_l,CWHvm1_BA+HW,L,True,255.663163,47,17.893618,18.0,CWHvm1,BA+HW,existing_managed_11_50,mp10_table_27,1210,mp10_au_1210,,existing_managed_aged_11_50,low,30.292263,12.593867,26.742816,8.849198,True,low-confidence nearest MP10 row; review species/SI mismatch before executable BatchTIPSY use,59.023416,5.250013,0.0,0.0,34.679651,0.913741,0.13318,64.0,0.0,0.0,0.0,36.0,0.0,0.0,900,,10.0,5.0,12.5,,567
cwhvm1_ba_hw_l,CWHvm1_BA+HW,L,True,255.663163,47,17.893618,18.0,CWHvm1,BA+HW,existing_managed_1_10,mp10_table_28,1110,mp10_au_1110,,existing_managed_aged_1_10,low,39.651564,21.953169,26.742816,8.849198,True,low-confidence nearest MP10 row; review species/SI mismatch before executable BatchTIPSY use,59.023416,5.250013,0.0,0.0,34.679651,0.913741,0.13318,61.0,0.0,9.0,0.0,30.0,0.0,0.0,1100,,10.0,5.0,12.5,,24
cwhvm1_ba_hw_l,CWHvm1_BA+HW,L,True,255.663163,47,17.893618,18.0,CWHvm1,BA+HW,future_managed,mp10_table_29,5500,mp10_au_5500,2.0,future_managed,low,68.339095,50.640699,26.742816,8.849198,True,low-confidence nearest MP10 row; review species/SI mismatch before executable BatchTIPSY use,59.023416,5.250013,0.0,0.0,34.679651,0.913741,0.13318,40.0,0.0,25.0,0.0,35.0,0.0,0.0,1100,,10.0,5.0,12.5,1 planted / 3 natural per Section 8.6.5,6742
cwhvm1_ba_hw_m,CWHvm1_BA+HW,M,True,134.660517,28,24.892857,25.5,CWHvm1,BA+HW,existing_managed_11_50,mp10_table_27,1210,mp10_au_1210,,existing_managed_aged_11_50,high,19.309537,15.777613,26.658819,1.765962,True,high-confidence nearest MP10 row by species/SI similarity,56.111194,6.806126,1.07909,0.0,36.00359,0.0,0.0,64.0,0.0,0.0,0.0,36.0,0.0,0.0,900,,10.0,5.0,12.5,,567
cwhvm1_ba_hw_m,CWHvm1_BA+HW,M,True,134.660517,28,24.892857,25.5,CWHvm1,BA+HW,existing_managed_1_10,mp10_table_28,1110,mp10_au_1110,,existing_managed_aged_1_10,high,29.151357,25.619433,26.658819,1.765962,True,high-confidence nearest MP10 row by species/SI similarity,56.111194,6.806126,1.07909,0.0,36.00359,0.0,0.0,61.0,0.0,9.0,0.0,30.0,0.0,0.0,1100,,10.0,5.0,12.5,,24
cwhvm1_ba_hw_m,CWHvm1_BA+HW,M,True,134.660517,28,24.892857,25.5,CWHvm1,BA+HW,future_managed,mp10_table_29,5500,mp10_au_5500,2.0,future_managed,medium,51.373745,47.84182,26.658819,1.765962,True,"medium-confidence nearest MP10 row; acceptable for planning crosswalk, review before final curve QA",56.111194,6.806126,1.07909,0.0,36.00359,0.0,0.0,40.0,0.0,25.0,0.0,35.0,0.0,0.0,1100,,10.0,5.0,12.5,1 planted / 3 natural per Section 8.6.5,6742
cwhvm1_cw_h,CWHvm1_CW,H,True,1331.281287,131,21.740458,22.0,CWHvm1,CW,existing_managed_11_50,mp10_table_27,7221,mp10_au_7221,,existing_managed_aged_11_50,high,28.119084,24.0,23.8,2.059542,True,high-confidence nearest MP10 row by species/SI similarity,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,88.0,0.0,0.0,12.0,0.0,0.0,800,,10.0,5.0,12.5,,715
cwhvm1_cw_h,CWHvm1_CW,H,True,1331.281287,131,21.740458,22.0,CWHvm1,CW,existing_managed_1_10,mp10_table_28,6120,mp10_au_6120,,existing_managed_aged_1_10,high,9.080916,4.0,19.2,2.540458,True,high-confidence nearest MP10 row by species/SI similarity,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,98.0,0.0,0.0,2.0,0.0,0.0,1500,,10.0,5.0,12.5,,1078
cwhvm1_cw_h,CWHvm1_CW,H,True,1331.281287,131,21.740458,22.0,CWHvm1,CW,future_managed,mp10_table_29,6501,mp10_au_6501,,future_managed,high,4.119084,0.0,23.8,2.059542,True,high-confidence nearest MP10 row by species/SI similarity,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,1500,,10.0,5.0,12.5,1 planted / 3 natural per Section 8.6.5,7810
cwhvm1_cw_hw_h,CWHvm1_CW+HW,H,True,6154.404369,717,23.790794,23.0,CWHvm1,CW+HW,existing_managed_11_50,mp10_table_27,1220,mp10_au_1220,,existing_managed_aged_11_50,high,19.668418,16.98373,25.133138,1.342344,True,high-confidence nearest MP10 row by species/SI similarity,1.705057,66.508135,0.930073,0.303707,28.50022,0.762914,1.289894,0.0,75.0,0.0,0.0,25.0,0.0,0.0,900,,10.0,5.0,12.5,,475
cwhvm1_cw_hw_h,CWHvm1_CW+HW,H,True,6154.404369,717,23.790794,23.0,CWHvm1,CW+HW,existing_managed_1_10,mp10_table_28,1120,mp10_au_1120,,existing_managed_aged_1_10,high,12.667977,9.983289,25.133138,1.342344,True,high-confidence nearest MP10 row by species/SI similarity,1.705057,66.508135,0.930073,0.303707,28.50022,0.762914,1.289894,0.0,71.0,0.0,0.0,29.0,0.0,0.0,1100,,10.0,5.0,12.5,,154
cwhvm1_cw_hw_h,CWHvm1_CW+HW,H,True,6154.404369,717,23.790794,23.0,CWHvm1,CW+HW,future_managed,mp10_table_29,7500,mp10_au_7500,,future_managed,medium,55.483214,46.98373,19.541052,4.249742,True,"medium-confidence nearest MP10 row; acceptable for planning crosswalk, review before final curve QA",1.705057,66.508135,0.930073,0.303707,28.50022,0.762914,1.289894,0.0,90.0,0.0,0.0,10.0,0.0,0.0,1000,,10.0,5.0,12.5,1 planted / 3 natural per Section 8.6.5,6109
cwhvm1_cw_hw_l,CWHvm1_CW+HW,L,True,6107.943901,927,13.363539,14.0,CWHvm1,CW+HW,existing_managed_11_50,mp10_table_27,6220,mp10_au_6220,,existing_managed_aged_11_50,medium,20.804715,8.61058,19.460607,6.097068,True,"medium-confidence nearest MP10 row; acceptable for planning crosswalk, review before final curve QA",0.877315,71.726331,0.976327,0.099483,24.038291,0.393044,1.952452,0.0,76.0,0.0,0.0,24.0,0.0,0.0,1200,,10.0,5.0,12.5,,2637
cwhvm1_cw_hw_l,CWHvm1_CW+HW,L,True,6107.943901,927,13.363539,14.0,CWHvm1,CW+HW,existing_managed_1_10,mp10_table_28,1120,mp10_au_1120,,existing_managed_aged_1_10,low,33.033703,9.98666,24.88706,11.523521,True,low-confidence nearest MP10 row; review species/SI mismatch before executable BatchTIPSY use,0.877315,71.726331,0.976327,0.099483,24.038291,0.393044,1.952452,0.0,71.0,0.0,0.0,29.0,0.0,0.0,1100,,10.0,5.0,12.5,,154
cwhvm1_cw_hw_l,CWHvm1_CW+HW,L,True,6107.943901,927,13.363539,14.0,CWHvm1,CW+HW,future_managed,mp10_table_29,7500,mp10_au_7500,,future_managed,medium,48.804715,36.61058,19.460607,6.097068,True,"medium-confidence nearest MP10 row; acceptable for planning crosswalk, review before final curve QA",0.877315,71.726331,0.976327,0.099483,24.038291,0.393044,1.952452,0.0,90.0,0.0,0.0,10.0,0.0,0.0,1000,,10.0,5.0,12.5,1 planted / 3 natural per Section 8.6.5,6109
