au_id,base_au,si_level,accepted,selected_path,source_stand_count,age_min,age_max,max_volume,peak_age,peak_volume,terminal_volume,first_age_ge_1,first_age_ge_10,first_age_ge_50,volume_at_80,volume_at_120,volume_at_200,volume_at_250,terminal_uptick_from_post_peak_min,terminal_uptick_ratio,last_20_gain,last_50_gain,max_single_year_drop,max_single_year_gain,negative_year_count,large_negative_year_count,sign_change_count,shape_severity,shape_flags,recommended_action,lmh_order_violation_count,lmh_order_max_violation_m3ha
cwhvm1_ba_l,cwhvm1_ba,L,True,smoothed_bin_pchip,2,1,299,66.6768,299,66.6768,66.6768,39.0,88.0,298.0,8.049567,18.362322,28.7,28.073833,0.0,0.0,37.717123,38.594264,-1.494569,15.1784,5,0,2,critical,late_start_ge50_after_age160;last_20_year_gain;last_50_year_gain,apply_tail_constraint_or_terminal_cap,0,0.0
cwhvm1_fd_m,cwhvm1_fd,M,True,smoothed_bin_pchip,3,1,299,782.797714,261,782.797714,755.6,257.0,257.0,257.0,0.346844,0.346844,0.346844,0.346844,0.0,0.0,-13.813967,755.253156,-0.852572,156.540272,38,0,1,critical,late_start_ge10_after_age100;late_start_ge50_after_age160;near_zero_to_old_age_then_jump;last_50_year_gain;lmh_order_violation,reject_current_fit_and_borrow_adjacent_au,3,966.259869
cwhvm2_fd_l,cwhvm2_fd,L,True,smoothed_bin_pchip,2,1,299,452.0,265,452.0,452.0,257.0,257.0,257.0,0.346844,0.346844,0.346844,0.346844,0.5,0.001106,0.199649,451.653156,-0.148,90.376771,0,0,0,critical,late_start_ge10_after_age100;late_start_ge50_after_age160;near_zero_to_old_age_then_jump;last_50_year_gain,reject_current_fit_and_borrow_adjacent_au,0,0.0
cwhvm2_hm_cw_m,cwhvm2_hm_cw,M,True,smoothed_bin_pchip,2,1,299,290.964,261,290.964,286.5,257.0,257.0,257.0,0.298127,0.298127,0.298127,0.298127,0.0,0.0,-2.142857,286.201873,-0.190404,58.144419,0,0,0,critical,late_start_ge10_after_age100;late_start_ge50_after_age160;near_zero_to_old_age_then_jump;last_50_year_gain;lmh_order_violation,reject_current_fit_and_borrow_adjacent_au,1,1048.480589
cwhvm2_hw_fd_l,cwhvm2_hw_fd,L,True,smoothed_bin_pchip,4,1,299,605.0,260,605.0,596.0,247.0,247.0,247.0,0.346844,0.346844,0.346844,448.069369,6.264832,0.010355,-1.314654,259.865847,-4.51839,111.938281,11,0,5,critical,late_start_ge10_after_age100;late_start_ge50_after_age160;near_zero_to_old_age_then_jump;last_50_year_gain;wobbly_multi_extrema;lmh_order_violation,reject_current_fit_and_borrow_adjacent_au,1,288.065257
mhmm1_hw_cw_h,mhmm1_hw_cw,H,True,smoothed_bin_pchip,2,1,299,558.414771,235,558.414771,554.743733,72.0,104.0,135.0,2.053646,24.535501,478.755977,557.136464,0.143733,0.000257,-0.215379,-2.493958,-0.102474,18.231807,0,0,0,critical,late_start_ge10_after_age100;lmh_order_violation,reject_current_fit_and_borrow_adjacent_au,1,714.462591
mhmm1_yc_h,mhmm1_yc,H,True,smoothed_bin_pchip,3,1,299,273.0,295,273.0,213.928,247.0,247.0,247.0,0.298127,0.298127,0.298127,212.859625,0.0,0.0,-54.63724,54.376321,-22.856,53.389234,9,3,3,critical,late_start_ge10_after_age100;late_start_ge50_after_age160;near_zero_to_old_age_then_jump;last_50_year_gain;large_single_year_drop;lmh_order_violation,reject_current_fit_and_borrow_adjacent_au,1,720.888226
mhmm1_yc_hw_m,mhmm1_yc_hw,M,True,smoothed_bin_pchip,4,1,299,105.368,299,105.368,105.368,247.0,247.0,250.0,0.325493,0.325493,0.325493,53.665099,0.0,0.0,37.092976,65.038464,-1.450344,14.824,5,0,2,critical,late_start_ge10_after_age100;late_start_ge50_after_age160;near_zero_to_old_age_then_jump;last_20_year_gain;last_50_year_gain;lmh_order_violation,reject_current_fit_and_borrow_adjacent_au,2,940.418902
cwhvh1_hw_h,cwhvh1_hw,H,True,smoothed_bin_pchip,18,1,299,688.019551,170,688.019551,679.056,3.0,7.0,16.0,461.6,598.152089,651.315132,664.928539,44.961632,0.065349,-8.299308,15.83309,-1.623176,7.82314,65,0,3,review,old_age_terminal_uptick;lmh_order_violation,apply_tail_constraint_or_terminal_cap,1,276.224921
cwhvh1_ss_hw_m,cwhvh1_ss_hw,M,True,smoothed_bin_pchip,18,1,299,1067.382056,160,1067.382056,726.219474,6.0,12.0,22.0,618.282303,930.576181,857.955315,703.601958,44.412328,0.041609,28.847424,20.056262,-7.698903,12.130945,109,30,3,review,last_20_year_gain;large_single_year_drop;lmh_order_violation,apply_tail_constraint_or_terminal_cap,3,503.729502
cwhvm1_cw_dr_l,cwhvm1_cw_dr,L,True,smoothed_bin_pchip,6,1,299,694.0453,165,694.0453,606.628234,14.0,23.0,35.0,406.911639,611.201375,603.543716,579.803963,54.079586,0.077919,-1.405591,28.543909,-3.870425,11.404866,58,0,2,review,old_age_terminal_uptick;lmh_order_violation,apply_tail_constraint_or_terminal_cap,2,196.65
cwhvm1_cw_hm_l,cwhvm1_cw_hm,L,True,smoothed_bin_pchip,2,1,299,343.5,290,343.5,343.5,5.0,17.0,44.0,114.879095,178.105596,248.729954,302.888268,0.0,0.0,2.188979,42.849209,0.0,2.287164,0,0,0,review,last_50_year_gain,apply_tail_constraint_or_terminal_cap,0,0.0
cwhvm1_pli_sx_h,cwhvm1_pli_sx,H,True,smoothed_bin_pchip,2,1,299,537.5,299,537.5,537.5,13.0,23.0,37.0,261.12502,376.456761,414.802637,399.932248,0.0,0.0,141.341595,137.275863,-6.086914,58.464,61,3,4,review,last_20_year_gain;last_50_year_gain;wobbly_multi_extrema;large_single_year_drop;lmh_order_violation,apply_tail_constraint_or_terminal_cap,3,157.667599
cwhvm1_pli_sx_l,cwhvm1_pli_sx,L,True,smoothed_bin_pchip,2,1,299,601.7328,299,601.7328,601.7328,18.0,33.0,54.0,148.543996,319.135837,488.365941,488.915148,0.0,0.0,111.408299,112.749694,-4.524668,45.1144,5,0,2,review,last_20_year_gain;last_50_year_gain;lmh_order_violation,apply_tail_constraint_or_terminal_cap,3,157.667599
cwhvm1_yc_cw_m,cwhvm1_yc_cw,M,True,smoothed_bin_pchip,28,1,299,853.994072,150,853.994072,410.167411,4.0,11.0,23.0,560.465567,808.59015,434.579193,337.511909,92.268311,0.108043,11.759069,74.472754,-13.874447,14.73616,77,45,2,review,old_age_terminal_uptick;last_50_year_gain;large_single_year_drop;lmh_order_violation,apply_tail_constraint_or_terminal_cap,3,188.8
cwhvm1_yc_hm_l,cwhvm1_yc_hm,L,True,smoothed_bin_pchip,18,1,299,942.473661,140,942.473661,461.2,5.0,10.0,19.0,646.518732,895.332301,413.31229,338.794164,152.252888,0.161546,13.319295,126.083221,-13.420272,11.283971,95,52,3,review,old_age_terminal_uptick;last_50_year_gain;large_single_year_drop;lmh_order_violation,apply_tail_constraint_or_terminal_cap,1,702.456592
cwhvm2_ba_hm_l,cwhvm2_ba_hm,L,True,smoothed_bin_pchip,3,1,299,584.0,290,584.0,580.4,13.0,27.0,48.0,165.875048,310.473859,402.369058,484.97095,0.0,0.0,2.50243,99.90965,-0.528,4.599608,8,0,1,review,last_50_year_gain;lmh_order_violation,apply_tail_constraint_or_terminal_cap,1,74.308408
cwhvm2_fd_h,cwhvm2_fd,H,True,smoothed_bin_pchip,2,1,299,757.35,290,757.35,756.327872,10.0,19.0,33.0,330.963483,523.202397,654.323782,668.262188,0.0,0.0,15.916826,89.978065,-0.22821,7.352434,0,0,0,review,last_50_year_gain,apply_tail_constraint_or_terminal_cap,0,0.0
cwhvm2_yc_cw_l,cwhvm2_yc_cw,L,True,smoothed_bin_pchip,14,1,299,857.626961,140,857.626961,422.6,4.0,10.0,20.0,567.877674,813.337407,407.312996,259.749139,246.252887,0.287133,19.138142,168.99593,-16.045698,9.467096,85,52,2,review,old_age_terminal_uptick;last_50_year_gain;large_single_year_drop;lmh_order_violation,apply_tail_constraint_or_terminal_cap,2,546.751458
cwhvm2_yc_hm_m,cwhvm2_yc_hm,M,True,smoothed_bin_pchip,26,1,299,359.4,290,359.4,349.83963,26.0,39.0,55.0,161.498795,302.975737,190.177167,249.078041,0.0,0.0,5.160372,104.260611,-3.85571,5.077481,58,0,3,review,last_50_year_gain;lmh_order_violation,apply_tail_constraint_or_terminal_cap,2,760.282933
mhmm1_cw_hw_h,mhmm1_cw_hw,H,True,smoothed_bin_pchip,2,1,299,346.83612,299,346.83612,346.83612,2.0,10.0,44.0,91.946489,138.501673,231.61204,289.80602,0.0,0.0,23.277592,58.193979,1.163879,1.16388,0,0,0,review,last_20_year_gain;last_50_year_gain;lmh_order_violation,apply_tail_constraint_or_terminal_cap,3,887.648486
mhmm1_hm_yc_m,mhmm1_hm_yc,M,True,smoothed_bin_pchip,4,1,299,314.0,290,314.0,312.2,5.0,16.0,43.0,114.303261,165.698983,201.5,218.037731,0.0,0.0,29.649606,95.631773,-0.264,4.884831,1,0,1,review,last_20_year_gain;last_50_year_gain;lmh_order_violation,apply_tail_constraint_or_terminal_cap,2,837.034336
cwhvh1_cw_l,cwhvh1_cw,L,True,smoothed_bin_pchip,16,1,299,754.87946,160,754.87946,375.548923,11.0,20.0,32.0,435.13904,665.332803,609.565681,484.818355,0.0,0.0,-43.027452,-112.800814,-13.337846,10.338711,131,14,3,review,large_single_year_drop;lmh_order_violation,increase_smoothing_or_shape_constraint,1,177.174506
cwhvh1_cw_m,cwhvh1_cw,M,True,smoothed_bin_pchip,12,1,299,578.601435,155,578.601435,445.491962,11.0,20.0,32.0,366.89904,534.727254,548.425444,508.103572,0.0,0.0,-44.702832,-62.982146,-11.937924,8.254649,135,3,1,review,large_single_year_drop;lmh_order_violation,increase_smoothing_or_shape_constraint,1,177.174506
cwhvh1_cw_ss_l,cwhvh1_cw_ss,L,True,smoothed_bin_pchip,9,1,299,663.160155,235,663.160155,633.631264,12.0,22.0,36.0,316.557769,535.810378,660.658952,662.980758,0.0,0.0,-27.609361,-29.370147,-10.730529,7.61847,9,3,3,review,large_single_year_drop,increase_smoothing_or_shape_constraint,0,0.0
cwhvh1_cw_yc_l,cwhvh1_cw_yc,L,True,smoothed_bin_pchip,22,1,299,805.064042,160,805.064042,559.083565,3.0,7.0,16.0,523.542963,728.724991,728.462544,669.501564,0.0,0.0,-85.032716,-111.224466,-28.041131,9.883442,131,4,3,review,large_single_year_drop;lmh_order_violation,increase_smoothing_or_shape_constraint,1,144.481662
cwhvh1_dr_h,cwhvh1_dr,H,True,smoothed_bin_pchip,5,1,299,315.021716,225,315.021716,261.0,3.0,8.0,16.0,265.85609,272.958026,284.023546,285.681264,1.0,0.003174,0.472629,-26.262396,-1.627694,6.080889,95,0,4,review,wobbly_multi_extrema;lmh_order_violation,increase_smoothing_or_shape_constraint,2,887.85927
cwhvh1_dr_l,cwhvh1_dr,L,True,smoothed_bin_pchip,5,1,299,1097.291741,165,1097.291741,252.0,7.0,14.0,23.0,629.141365,940.576471,863.213738,425.79567,1.0,0.000911,-6.065966,-183.840807,-11.428724,12.606204,124,89,2,review,large_single_year_drop;lmh_order_violation,increase_smoothing_or_shape_constraint,2,887.85927
cwhvh1_dr_m,cwhvh1_dr,M,True,smoothed_bin_pchip,5,1,299,1134.131152,165,1134.131152,534.125333,6.0,13.0,22.0,648.340279,964.468733,985.89872,674.935145,0.0,0.0,-13.33668,-148.055419,-7.65845,12.608461,126,72,1,review,large_single_year_drop;lmh_order_violation,increase_smoothing_or_shape_constraint,2,887.85927
cwhvh1_fd_cw_l,cwhvh1_fd_cw,L,True,smoothed_bin_pchip,2,1,299,1340.66937,180,1340.66937,707.233546,4.0,7.0,14.0,898.623032,1208.276372,1334.388634,988.09358,0.0,0.0,-28.711262,-294.998765,-14.432938,15.214175,111,51,1,review,large_single_year_drop,increase_smoothing_or_shape_constraint,0,0.0
cwhvh1_hw_m,cwhvh1_hw,M,True,smoothed_bin_pchip,13,1,299,919.424767,145,919.424767,588.741333,7.0,13.0,23.0,626.273701,872.099982,747.68658,666.538167,0.0,0.0,-30.546202,-79.654481,-6.162667,12.452409,153,2,1,review,large_single_year_drop;lmh_order_violation,increase_smoothing_or_shape_constraint,1,276.224921
cwhvh1_ss_cw_l,cwhvh1_ss_cw,L,True,smoothed_bin_pchip,2,1,299,1166.344949,155,1166.344949,736.676038,4.0,8.0,15.0,809.435503,1085.660724,864.38791,756.717461,0.0,0.0,-7.432207,-20.479593,-10.168387,13.650075,140,39,1,review,large_single_year_drop;lmh_order_violation,increase_smoothing_or_shape_constraint,1,311.701254
cwhvh1_ss_cw_m,cwhvh1_ss_cw,M,True,smoothed_bin_pchip,2,1,299,996.299832,130,996.299832,757.087867,4.0,9.0,17.0,709.227164,981.231068,798.739744,778.185065,0.0,0.0,-8.082281,-21.551408,-6.143199,12.020172,155,18,1,review,large_single_year_drop;lmh_order_violation,increase_smoothing_or_shape_constraint,1,311.701254
cwhvh1_ss_hw_l,cwhvh1_ss_hw,L,True,smoothed_bin_pchip,13,1,299,1110.675144,190,1110.675144,821.3232,6.0,12.0,22.0,645.322487,931.44294,1107.988036,945.445811,0.0,0.0,-16.375979,-130.030303,-6.030732,12.292614,103,21,1,review,large_single_year_drop;lmh_order_violation,increase_smoothing_or_shape_constraint,3,503.729502
cwhvh1_yc_cw_m,cwhvh1_yc_cw,M,True,smoothed_bin_pchip,11,1,299,606.950475,155,606.950475,344.210844,8.0,16.0,29.0,357.832012,535.035188,414.036045,350.596677,0.0,0.0,-2.462164,-6.514802,-6.689145,7.264127,74,24,1,review,large_single_year_drop;lmh_order_violation,increase_smoothing_or_shape_constraint,3,474.062532
cwhvm1_ba_cw_h,cwhvm1_ba_cw,H,True,smoothed_bin_pchip,3,1,299,1038.807539,165,1038.807539,740.821905,7.0,13.0,22.0,640.9476,918.925445,891.449516,752.728891,0.0,0.0,-4.79226,-12.15762,-7.385611,12.45728,101,29,1,review,large_single_year_drop;lmh_order_violation,increase_smoothing_or_shape_constraint,1,154.749052
cwhvm1_ba_cw_l,cwhvm1_ba_cw,L,True,smoothed_bin_pchip,2,1,299,1174.232551,155,1174.232551,867.200133,10.0,18.0,27.0,696.998628,1064.781612,946.57683,874.170798,0.0,0.0,-2.826661,-7.104373,-7.729521,16.365047,76,30,1,review,large_single_year_drop;lmh_order_violation,increase_smoothing_or_shape_constraint,1,154.749052
cwhvm1_ba_hw_l,cwhvm1_ba_hw,L,True,smoothed_bin_pchip,46,1,299,901.47973,170,901.47973,760.729595,5.0,11.0,22.0,530.852198,761.242369,835.298456,779.054182,0.0,0.0,-13.755866,-18.773748,-7.027189,9.839933,100,2,3,review,large_single_year_drop;lmh_order_violation,increase_smoothing_or_shape_constraint,1,14.361504
cwhvm1_cw_h,cwhvm1_cw,H,True,smoothed_bin_pchip,128,1,299,964.98521,165,964.98521,800.931679,8.0,15.0,25.0,552.886082,824.221798,917.60612,871.462067,0.0,0.0,-33.875083,-71.815523,-9.839359,12.2041,121,3,1,review,large_single_year_drop;lmh_order_violation,increase_smoothing_or_shape_constraint,3,149.242769
cwhvm1_cw_l,cwhvm1_cw,L,True,smoothed_bin_pchip,147,1,299,828.523074,160,828.523074,405.005634,5.0,10.0,20.0,514.513094,733.651932,646.127679,476.675276,0.0,0.0,-23.760173,-74.370493,-7.341267,9.084088,130,31,3,review,large_single_year_drop;lmh_order_violation,increase_smoothing_or_shape_constraint,3,149.242769
cwhvm1_cw_m,cwhvm1_cw,M,True,smoothed_bin_pchip,140,1,299,686.356489,165,686.356489,376.993917,4.0,11.0,23.0,388.505004,598.210558,625.311242,494.143935,0.0,0.0,-35.335409,-121.547547,-10.543833,7.664219,124,3,1,review,large_single_year_drop;lmh_order_violation,increase_smoothing_or_shape_constraint,3,149.242769
cwhvm1_cw_dr_m,cwhvm1_cw_dr,M,True,smoothed_bin_pchip,7,1,299,884.432465,205,884.432465,722.914165,9.0,16.0,26.0,593.011246,809.404211,884.403217,875.524332,0.0,0.0,-136.873193,-152.943142,-51.248329,13.191558,56,4,3,review,large_single_year_drop;lmh_order_violation,increase_smoothing_or_shape_constraint,2,196.65
cwhvm1_cw_pl_h,cwhvm1_cw_pl,H,True,smoothed_bin_pchip,20,1,299,894.781377,160,894.781377,543.356654,7.0,14.0,24.0,569.898563,817.704637,746.225211,662.574448,0.0,0.0,-98.395742,-119.859038,-34.689308,12.355656,132,16,3,review,large_single_year_drop;lmh_order_violation,increase_smoothing_or_shape_constraint,2,212.378437
cwhvm1_cw_pl_l,cwhvm1_cw_pl,L,True,smoothed_bin_pchip,37,1,299,739.324902,160,739.324902,586.952361,20.0,29.0,39.0,412.148561,645.32916,701.976727,681.646575,0.0,0.0,-85.572668,-94.92254,-32.464721,14.572284,103,4,3,review,large_single_year_drop;lmh_order_violation,increase_smoothing_or_shape_constraint,2,212.378437
cwhvm1_cw_pl_m,cwhvm1_cw_pl,M,True,smoothed_bin_pchip,29,1,299,833.249792,155,833.249792,374.883324,8.0,16.0,28.0,474.81725,736.724822,564.891266,469.69968,0.0,0.0,-88.977229,-94.962404,-34.802649,9.955984,101,39,3,review,large_single_year_drop;lmh_order_violation,increase_smoothing_or_shape_constraint,2,212.378437
cwhvm1_cw_plc_h,cwhvm1_cw_plc,H,True,smoothed_bin_pchip,2,1,299,1097.30929,160,1097.30929,838.653961,6.0,12.0,21.0,638.543179,948.2198,935.885386,860.849883,0.0,0.0,-8.621116,-22.661094,-6.093987,11.970331,134,19,1,review,large_single_year_drop,increase_smoothing_or_shape_constraint,0,0.0
cwhvm1_cw_plc_l,cwhvm1_cw_plc,L,True,smoothed_bin_pchip,12,1,299,940.363809,165,940.363809,614.44041,8.0,15.0,25.0,569.920748,835.593991,865.429575,772.718132,0.0,0.0,-104.739633,-161.031838,-38.510819,11.779959,126,4,3,review,large_single_year_drop,increase_smoothing_or_shape_constraint,0,0.0
cwhvm1_cw_yc_h,cwhvm1_cw_yc,H,True,smoothed_bin_pchip,65,1,299,927.73644,160,927.73644,659.6,5.0,12.0,22.0,572.867689,839.341732,753.494373,664.361513,0.0,0.0,-0.394568,-5.137599,-6.298621,11.941418,96,23,1,review,large_single_year_drop;lmh_order_violation,increase_smoothing_or_shape_constraint,1,116.129202
cwhvm1_cw_yc_l,cwhvm1_cw_yc,L,True,smoothed_bin_pchip,91,1,299,808.723787,155,808.723787,405.425067,7.0,14.0,24.0,519.043017,729.533107,563.620585,414.797856,0.0,0.0,-1.524131,-9.875225,-9.41334,9.951319,105,37,1,review,large_single_year_drop;lmh_order_violation,increase_smoothing_or_shape_constraint,1,116.129202
cwhvm1_dr_cw_l,cwhvm1_dr_cw,L,True,smoothed_bin_pchip,6,1,299,806.837091,195,806.837091,537.533958,10.0,18.0,31.0,277.279758,539.60295,800.777169,711.80254,0.0,0.0,-156.607077,-174.74884,-59.311916,9.735344,97,4,3,review,large_single_year_drop;lmh_order_violation,increase_smoothing_or_shape_constraint,1,551.470152
cwhvm1_fd_h,cwhvm1_fd,H,True,smoothed_bin_pchip,4,1,299,890.345774,190,890.345774,668.0,6.0,12.0,22.0,533.816219,772.108777,889.334575,809.231174,0.0,0.0,-19.933563,-145.764111,-5.084502,9.899379,90,3,1,review,large_single_year_drop;lmh_order_violation,increase_smoothing_or_shape_constraint,3,966.259869
cwhvm1_hm_yc_h,cwhvm1_hm_yc,H,True,smoothed_bin_pchip,7,1,299,1066.94184,165,1066.94184,526.814618,4.0,9.0,18.0,673.16333,951.91678,1013.09901,715.288586,0.0,0.0,-23.6507,-196.681873,-8.463834,11.466637,126,49,1,review,large_single_year_drop;lmh_order_violation,increase_smoothing_or_shape_constraint,1,761.8207
cwhvm1_hm_yc_l,cwhvm1_hm_yc,L,True,smoothed_bin_pchip,11,1,299,439.0,200,439.0,258.0,59.0,81.0,106.0,9.60222,97.544845,439.0,344.590225,0.0,0.0,-11.90721,-89.746421,-5.072097,12.284,84,1,3,review,large_single_year_drop;lmh_order_violation,increase_smoothing_or_shape_constraint,1,761.8207
cwhvm1_pl_cw_l,cwhvm1_pl_cw,L,True,smoothed_bin_pchip,4,1,299,740.930526,175,740.930526,486.050992,7.0,15.0,26.0,442.81723,654.013342,735.072083,714.144637,0.0,0.0,-208.948064,-228.552288,-80.275983,8.965256,106,6,3,review,large_single_year_drop;lmh_order_violation,increase_smoothing_or_shape_constraint,3,289.280009
cwhvm1_pl_cw_m,cwhvm1_pl_cw,M,True,smoothed_bin_pchip,2,1,299,890.921089,160,890.921089,650.0972,12.0,21.0,33.0,460.607668,758.384523,704.552557,647.792149,3.563437,0.004,0.621266,2.385725,-6.883639,11.419882,64,25,1,review,large_single_year_drop;lmh_order_violation,increase_smoothing_or_shape_constraint,3,289.280009
cwhvm1_ss_cw_l,cwhvm1_ss_cw,L,True,smoothed_bin_pchip,12,1,299,772.2,290,772.2,742.8784,8.0,16.0,30.0,374.376805,617.625735,766.225428,771.438428,0.0,0.0,-28.244578,-28.525226,-11.3288,7.865447,9,3,3,review,large_single_year_drop,increase_smoothing_or_shape_constraint,0,0.0
cwhvm1_ss_hw_h,cwhvm1_ss_hw,H,True,smoothed_bin_pchip,49,1,299,1424.327772,150,1424.327772,1159.924705,4.0,7.0,13.0,1030.138638,1349.052358,1342.969961,1250.286349,0.0,0.0,-43.389825,-92.060253,-7.065409,18.086767,146,2,1,review,large_single_year_drop,increase_smoothing_or_shape_constraint,0,0.0
cwhvm1_yc_l,cwhvm1_yc,L,True,smoothed_bin_pchip,5,1,299,907.964536,150,907.964536,49.7704,9.0,16.0,26.0,561.012355,824.798004,243.244748,49.405396,0.40042,0.000441,0.138989,0.373804,-22.17278,12.054138,83,54,1,review,large_single_year_drop;lmh_order_violation,increase_smoothing_or_shape_constraint,1,329.741933
cwhvm1_yc_cw_h,cwhvm1_yc_cw,H,True,smoothed_bin_pchip,30,1,299,833.173252,160,833.173252,608.457768,4.0,10.0,22.0,476.205807,732.543982,676.760888,621.18587,0.0,0.0,-11.239115,-12.714131,-5.757861,10.914288,79,16,1,review,large_single_year_drop;lmh_order_violation,increase_smoothing_or_shape_constraint,3,188.8
cwhvm1_yc_cw_l,cwhvm1_yc_cw,L,True,smoothed_bin_pchip,50,1,299,1002.393251,150,1002.393251,349.3944,6.0,11.0,20.0,653.779605,915.14029,514.523423,328.816515,24.083276,0.024026,8.812541,19.600201,-16.162553,11.851241,102,50,2,review,large_single_year_drop;lmh_order_violation,increase_smoothing_or_shape_constraint,3,188.8
cwhvm1_yc_hm_h,cwhvm1_yc_hm,H,True,smoothed_bin_pchip,12,1,299,1076.525041,145,1076.525041,573.904171,5.0,10.0,19.0,706.847945,1002.191321,663.07667,584.22344,0.0,0.0,-4.021332,-10.844072,-11.375908,12.472923,117,42,1,review,large_single_year_drop;lmh_order_violation,increase_smoothing_or_shape_constraint,1,702.456592
cwhvm1_yc_hw_l,cwhvm1_yc_hw,L,True,smoothed_bin_pchip,34,1,299,1020.24444,155,1020.24444,400.567033,5.0,10.0,19.0,665.550095,918.628494,557.186801,424.853429,0.0,0.0,-13.581334,-24.272446,-15.808176,11.656155,110,47,1,review,large_single_year_drop;lmh_order_violation,increase_smoothing_or_shape_constraint,2,307.651784
cwhvm1_yc_pl_l,cwhvm1_yc_pl,L,True,smoothed_bin_pchip,10,1,299,1182.330733,150,1182.330733,615.7448,8.0,13.0,21.0,822.54637,1096.381504,957.978481,798.730556,0.0,0.0,-24.361835,-188.905463,-7.198945,17.311187,135,54,1,review,large_single_year_drop;lmh_order_violation,increase_smoothing_or_shape_constraint,2,1119.248484
cwhvm2_ba_hm_m,cwhvm2_ba_hm,M,True,smoothed_bin_pchip,3,1,299,1265.41353,170,1265.41353,611.3232,4.0,9.0,16.0,860.555901,1163.129468,1257.144238,895.749609,0.0,0.0,-22.916302,-299.433312,-15.336934,15.010065,117,51,1,review,large_single_year_drop;lmh_order_violation,increase_smoothing_or_shape_constraint,1,74.308408
cwhvm2_cw_h,cwhvm2_cw,H,True,smoothed_bin_pchip,12,1,299,1082.866619,170,1082.866619,777.112765,8.0,14.0,24.0,666.637032,965.50382,1057.965756,998.319989,0.0,0.0,-157.213652,-223.025438,-54.54753,13.85186,118,6,3,review,large_single_year_drop;lmh_order_violation,increase_smoothing_or_shape_constraint,2,87.497966
cwhvm2_cw_l,cwhvm2_cw,L,True,smoothed_bin_pchip,12,1,299,797.705849,150,797.705849,411.481588,5.0,10.0,18.0,521.239037,717.043709,713.82515,577.126244,0.0,0.0,-69.283445,-170.500109,-18.983175,9.412415,143,4,1,review,large_single_year_drop;lmh_order_violation,increase_smoothing_or_shape_constraint,2,87.497966
cwhvm2_cw_m,cwhvm2_cw,M,True,smoothed_bin_pchip,9,1,299,831.392444,180,831.392444,428.343515,9.0,16.0,27.0,492.513429,709.161275,813.469687,760.0672,0.0,0.0,-303.295164,-332.50104,-116.969029,10.56052,112,7,3,review,large_single_year_drop;lmh_order_violation,increase_smoothing_or_shape_constraint,2,87.497966
cwhvm2_cw_hw_l,cwhvm2_cw_hw,L,True,smoothed_bin_pchip,61,1,299,921.220103,160,921.220103,461.763087,7.0,14.0,24.0,575.0534,823.543817,697.731788,563.007573,0.0,0.0,-73.236067,-102.614533,-26.396174,11.226891,133,37,3,review,large_single_year_drop;lmh_order_violation,increase_smoothing_or_shape_constraint,2,236.934299
cwhvm2_cw_hw_m,cwhvm2_cw_hw,M,True,smoothed_bin_pchip,44,1,299,696.379602,165,696.379602,500.762288,8.0,17.0,30.0,376.899077,588.730936,636.787666,555.257099,0.0,0.0,-25.640607,-56.189379,-8.868575,8.799929,119,3,3,review,large_single_year_drop;lmh_order_violation,increase_smoothing_or_shape_constraint,2,236.934299
cwhvm2_cw_yc_h,cwhvm2_cw_yc,H,True,smoothed_bin_pchip,15,1,299,923.605169,190,923.605169,652.212857,4.0,9.0,18.0,593.06247,803.886185,921.935609,767.801972,0.0,0.0,-8.800534,-121.766425,-6.323912,10.209074,94,23,1,review,large_single_year_drop;lmh_order_violation,increase_smoothing_or_shape_constraint,2,207.100223
cwhvm2_cw_yc_m,cwhvm2_cw_yc,M,True,smoothed_bin_pchip,11,1,299,1012.944113,125,1012.944113,383.983272,4.0,9.0,16.0,740.64622,1007.467728,487.916581,438.722436,0.0,0.0,-32.853248,-55.347405,-11.701422,12.505266,167,54,1,review,large_single_year_drop;lmh_order_violation,increase_smoothing_or_shape_constraint,2,207.100223
cwhvm2_hm_ba_l,cwhvm2_hm_ba,L,True,smoothed_bin_pchip,7,1,299,1104.212112,180,1104.212112,612.114227,5.0,11.0,20.0,659.946901,955.14429,1097.930557,956.595054,0.0,0.0,-108.012908,-352.638719,-23.948454,11.918017,112,48,1,review,large_single_year_drop;lmh_order_violation,increase_smoothing_or_shape_constraint,3,703.224057
cwhvm2_hm_yc_l,cwhvm2_hm_yc,L,True,smoothed_bin_pchip,34,1,299,1076.62344,140,1076.62344,296.2,4.0,9.0,17.0,763.003707,1035.840944,518.82022,383.537936,0.0,0.0,-18.238786,-89.335282,-15.212511,13.025615,149,53,1,review,large_single_year_drop;lmh_order_violation,increase_smoothing_or_shape_constraint,2,553.049157
cwhvm2_hw_dr_h,cwhvm2_hw_dr,H,True,smoothed_bin_pchip,7,1,299,943.281067,185,943.281067,837.686425,4.0,8.0,16.0,646.342593,842.297632,939.153564,904.725307,0.0,0.0,-45.303481,-67.778261,-12.988851,11.437792,102,3,1,review,large_single_year_drop,increase_smoothing_or_shape_constraint,0,0.0
cwhvm2_hw_dr_m,cwhvm2_hw_dr,M,True,smoothed_bin_pchip,5,1,299,828.199438,165,828.199438,678.292366,5.0,10.0,19.0,569.01236,764.91272,808.152194,762.228292,0.0,0.0,-57.281117,-84.846279,-16.658732,9.970409,125,3,3,review,large_single_year_drop,increase_smoothing_or_shape_constraint,0,0.0
