feature_id,au_id,stratum_code,si_class,curve_lane,selected_top_90_stratum,area_ha,source_table,matched_legacy_au_code,match_confidence,other_species_pct_encoded_as_dr,oaf1_factor,oaf2_factor,planting_delay,planted_percent
600723,cwhvm1_yc_hw_m,CWHvm1_YC+HW,M,future_managed,True,202.046732,mp10_table_29,9500,low,0.0,0.9,0.95,1,100
600571,cwhvm2_ba_hw_h,CWHvm2_BA+HW,H,existing_managed_11_50,True,350.789044,mp10_table_27,5210,high,0.0,0.9,0.95,0,100
600572,cwhvm2_ba_hw_h,CWHvm2_BA+HW,H,existing_managed_1_10,True,350.789044,mp10_table_28,1110,high,0.0,0.9,0.95,0,100
600573,cwhvm2_ba_hw_h,CWHvm2_BA+HW,H,future_managed,True,350.789044,mp10_table_29,5500,medium,0.0,0.9,0.95,1,100
600581,cwhvm2_ba_hw_l,CWHvm2_BA+HW,L,existing_managed_11_50,True,345.036288,mp10_table_27,5210,low,0.0,0.9,0.95,0,100
600582,cwhvm2_ba_hw_l,CWHvm2_BA+HW,L,existing_managed_1_10,True,345.036288,mp10_table_28,1110,low,0.0,0.9,0.95,0,100
600583,cwhvm2_ba_hw_l,CWHvm2_BA+HW,L,future_managed,True,345.036288,mp10_table_29,5500,low,0.0,0.9,0.95,1,100
600341,cwhvm2_ba_hw_m,CWHvm2_BA+HW,M,existing_managed_11_50,True,737.724583,mp10_table_27,5210,high,0.0,0.9,0.95,0,100
600342,cwhvm2_ba_hw_m,CWHvm2_BA+HW,M,existing_managed_1_10,True,737.724583,mp10_table_28,1110,high,0.0,0.9,0.95,0,100
600343,cwhvm2_ba_hw_m,CWHvm2_BA+HW,M,future_managed,True,737.724583,mp10_table_29,5500,medium,0.0,0.9,0.95,1,100
600421,cwhvm2_cw_hw_h,CWHvm2_CW+HW,H,existing_managed_11_50,True,548.518658,mp10_table_27,1220,high,0.0,0.9,0.95,0,100
600422,cwhvm2_cw_hw_h,CWHvm2_CW+HW,H,existing_managed_1_10,True,548.518658,mp10_table_28,1120,high,0.0,0.9,0.95,0,100
600423,cwhvm2_cw_hw_h,CWHvm2_CW+HW,H,future_managed,True,548.518658,mp10_table_29,7500,medium,0.0,0.9,0.95,1,100
600481,cwhvm2_cw_hw_l,CWHvm2_CW+HW,L,existing_managed_11_50,True,408.991977,mp10_table_27,6220,medium,0.0,0.9,0.95,0,100
600482,cwhvm2_cw_hw_l,CWHvm2_CW+HW,L,existing_managed_1_10,True,408.991977,mp10_table_28,1120,fallback_review_required,0.0,0.9,0.95,0,100
600483,cwhvm2_cw_hw_l,CWHvm2_CW+HW,L,future_managed,True,408.991977,mp10_table_29,7500,medium,0.0,0.9,0.95,1,100
600701,cwhvm2_cw_hw_m,CWHvm2_CW+HW,M,existing_managed_11_50,True,242.937625,mp10_table_27,6220,medium,0.0,0.9,0.95,0,100
600702,cwhvm2_cw_hw_m,CWHvm2_CW+HW,M,existing_managed_1_10,True,242.937625,mp10_table_28,1120,low,0.0,0.9,0.95,0,100
600703,cwhvm2_cw_hw_m,CWHvm2_CW+HW,M,future_managed,True,242.937625,mp10_table_29,7500,medium,0.0,0.9,0.95,1,100
600111,cwhvm2_hw_ba_h,CWHvm2_HW+BA,H,existing_managed_11_50,True,3577.020254,mp10_table_27,5252,high,0.0,0.9,0.95,0,100
600112,cwhvm2_hw_ba_h,CWHvm2_HW+BA,H,existing_managed_1_10,True,3577.020254,mp10_table_28,5150,high,0.0,0.9,0.95,0,100
600113,cwhvm2_hw_ba_h,CWHvm2_HW+BA,H,future_managed,True,3577.020254,mp10_table_29,1510,high,0.0,0.9,0.95,1,100
600121,cwhvm2_hw_ba_l,CWHvm2_HW+BA,L,existing_managed_11_50,True,3095.371233,mp10_table_27,9250,medium,0.0,0.9,0.95,0,100
600122,cwhvm2_hw_ba_l,CWHvm2_HW+BA,L,existing_managed_1_10,True,3095.371233,mp10_table_28,6150,medium,0.0,0.9,0.95,0,100
600123,cwhvm2_hw_ba_l,CWHvm2_HW+BA,L,future_managed,True,3095.371233,mp10_table_29,9510,medium,0.0,0.9,0.95,1,100
600141,cwhvm2_hw_ba_m,CWHvm2_HW+BA,M,existing_managed_11_50,True,2418.081584,mp10_table_27,9250,high,0.0,0.9,0.95,0,100
600142,cwhvm2_hw_ba_m,CWHvm2_HW+BA,M,existing_managed_1_10,True,2418.081584,mp10_table_28,6150,high,0.0,0.9,0.95,0,100
600143,cwhvm2_hw_ba_m,CWHvm2_HW+BA,M,future_managed,True,2418.081584,mp10_table_29,9510,high,0.0,0.9,0.95,1,100
600221,cwhvm2_hw_cw_h,CWHvm2_HW+CW,H,existing_managed_11_50,True,1136.408457,mp10_table_27,6251,high,0.0,0.9,0.95,0,100
600222,cwhvm2_hw_cw_h,CWHvm2_HW+CW,H,existing_managed_1_10,True,1136.408457,mp10_table_28,1150,high,0.0,0.9,0.95,0,100
600223,cwhvm2_hw_cw_h,CWHvm2_HW+CW,H,future_managed,True,1136.408457,mp10_table_29,1500,high,0.0,0.9,0.95,1,100
600361,cwhvm2_hw_cw_l,CWHvm2_HW+CW,L,existing_managed_11_50,True,726.648803,mp10_table_27,6250,medium,0.0,0.9,0.95,0,100
600362,cwhvm2_hw_cw_l,CWHvm2_HW+CW,L,existing_managed_1_10,True,726.648803,mp10_table_28,7150,medium,0.0,0.9,0.95,0,100
600363,cwhvm2_hw_cw_l,CWHvm2_HW+CW,L,future_managed,True,726.648803,mp10_table_29,1500,fallback_review_required,0.0,0.9,0.95,1,100
600301,cwhvm2_hw_cw_m,CWHvm2_HW+CW,M,existing_managed_11_50,True,876.653905,mp10_table_27,7250,high,0.0,0.9,0.95,0,100
600302,cwhvm2_hw_cw_m,CWHvm2_HW+CW,M,existing_managed_1_10,True,876.653905,mp10_table_28,7150,high,0.0,0.9,0.95,0,100
600303,cwhvm2_hw_cw_m,CWHvm2_HW+CW,M,future_managed,True,876.653905,mp10_table_29,1500,low,0.0,0.9,0.95,1,100
600511,cwhvm2_hw_yc_h,CWHvm2_HW+YC,H,existing_managed_11_50,True,387.20452,mp10_table_27,3250,medium,0.0,0.9,0.95,0,100
600512,cwhvm2_hw_yc_h,CWHvm2_HW+YC,H,existing_managed_1_10,True,387.20452,mp10_table_28,5150,medium,0.0,0.9,0.95,0,100
600513,cwhvm2_hw_yc_h,CWHvm2_HW+YC,H,future_managed,True,387.20452,mp10_table_29,5510,medium,0.0,0.9,0.95,1,100
600651,cwhvm2_hw_yc_l,CWHvm2_HW+YC,L,existing_managed_11_50,True,282.434482,mp10_table_27,9250,low,0.0,0.9,0.95,0,100
600652,cwhvm2_hw_yc_l,CWHvm2_HW+YC,L,existing_managed_1_10,True,282.434482,mp10_table_28,9150,low,0.0,0.9,0.95,0,100
600653,cwhvm2_hw_yc_l,CWHvm2_HW+YC,L,future_managed,True,282.434482,mp10_table_29,9500,low,0.0,0.9,0.95,1,100
600661,cwhvm2_hw_yc_m,CWHvm2_HW+YC,M,existing_managed_11_50,True,265.215143,mp10_table_27,9250,medium,0.0,0.9,0.95,0,100
600662,cwhvm2_hw_yc_m,CWHvm2_HW+YC,M,existing_managed_1_10,True,265.215143,mp10_table_28,9150,medium,0.0,0.9,0.95,0,100
600663,cwhvm2_hw_yc_m,CWHvm2_HW+YC,M,future_managed,True,265.215143,mp10_table_29,9510,medium,0.0,0.9,0.95,1,100
600561,cwhvm2_yc_hw_h,CWHvm2_YC+HW,H,existing_managed_11_50,True,351.523571,mp10_table_27,5230,medium,0.0,0.9,0.95,0,100
600562,cwhvm2_yc_hw_h,CWHvm2_YC+HW,H,existing_managed_1_10,True,351.523571,mp10_table_28,9150,medium,0.0,0.9,0.95,0,100
600563,cwhvm2_yc_hw_h,CWHvm2_YC+HW,H,future_managed,True,351.523571,mp10_table_29,9500,medium,0.0,0.9,0.95,1,100
600501,cwhvm2_yc_hw_l,CWHvm2_YC+HW,L,existing_managed_11_50,True,398.830202,mp10_table_27,1230,fallback_review_required,0.0,0.9,0.95,0,100
600502,cwhvm2_yc_hw_l,CWHvm2_YC+HW,L,existing_managed_1_10,True,398.830202,mp10_table_28,9150,low,0.0,0.9,0.95,0,100
600503,cwhvm2_yc_hw_l,CWHvm2_YC+HW,L,future_managed,True,398.830202,mp10_table_29,9500,low,0.0,0.9,0.95,1,100
600771,cwhvm2_yc_hw_m,CWHvm2_YC+HW,M,existing_managed_11_50,True,65.403134,mp10_table_27,1230,fallback_review_required,0.0,0.9,0.95,0,100
600772,cwhvm2_yc_hw_m,CWHvm2_YC+HW,M,existing_managed_1_10,True,65.403134,mp10_table_28,9150,medium,0.0,0.9,0.95,0,100
600773,cwhvm2_yc_hw_m,CWHvm2_YC+HW,M,future_managed,True,65.403134,mp10_table_29,9500,medium,0.0,0.9,0.95,1,100
