au_id,stratum_code,selected_top_90_stratum,area_ha,stand_count,bec_group,bec_zone_code,bec_subzone,bec_variant,species_combo,si_class,mean_si,curve_lane,mp11_curve_role,mp11_source_table,phase10_gate,mp11_parameter_status,phase5_natural_curve_available,mp10_fallback_confidence,candidate_future_genetic_gain,dependency_status,review_status,fallback_or_review_note,downstream_use,model_input_status,curve_point_count,curve_age_min,curve_age_max,max_volume,age_at_max_volume,source_stand_count,source_row_count,observed_bin_count,sparse_warning,selected_path,rmse,mape,tail_rmse,accepted,canonical_curve_au_id,lexmatch_alias_used,canonical_selected_area_ha,plot_count,plot_paths,natural_curve_status
cwhvm2_hw_ba_h,CWHvm2_HW+BA,True,3577.020254,326,CWHvm2,CWH,vm,2.0,HW+BA,H,27.7454,natural_unmanaged,natural_or_existing_unmanaged,VDYP 7.33b public natural-stand strategy,p10_4_natural_curve_diagnostics,public_vdyp_curve_available,True,not_applicable,not_applicable,public_vdyp,reviewed_phase5_curve_candidate,Existing Phase 5 natural curve available for comparison.,phase10_natural_curve_diagnostics_only,not_model_input,299,1.0,299.0,1110.072224,170.0,315.0,73580.0,49.0,False,smoothed_bin_pchip,8.307198,0.006393,4.996038,True,cwhvm2_hw_ba_h,False,3577.020254,1,plots/vdyp_fitdiag_tfl6-cwhvm2_hw_ba_h.png,selected_curve_family_available
cwhvm2_hw_ba_l,CWHvm2_HW+BA,True,3095.371233,448,CWHvm2,CWH,vm,2.0,HW+BA,L,13.790178,natural_unmanaged,natural_or_existing_unmanaged,VDYP 7.33b public natural-stand strategy,p10_4_natural_curve_diagnostics,public_vdyp_curve_available,True,not_applicable,not_applicable,public_vdyp,reviewed_phase5_curve_candidate,Existing Phase 5 natural curve available for comparison.,phase10_natural_curve_diagnostics_only,not_model_input,299,1.0,299.0,920.31217,150.0,434.0,43472.0,49.0,False,smoothed_bin_pchip,18.644216,0.016592,21.08901,True,cwhvm2_hw_ba_l,False,3095.371233,1,plots/vdyp_fitdiag_tfl6-cwhvm2_hw_ba_l.png,selected_curve_family_available
cwhvm1_hw_cw_h,CWHvm1_HW+CW,True,2899.431292,349,CWHvm1,CWH,vm,1.0,HW+CW,H,30.796562,natural_unmanaged,natural_or_existing_unmanaged,VDYP 7.33b public natural-stand strategy,p10_4_natural_curve_diagnostics,public_vdyp_curve_available,True,not_applicable,not_applicable,public_vdyp,reviewed_phase5_curve_candidate,Existing Phase 5 natural curve available for comparison.,phase10_natural_curve_diagnostics_only,not_model_input,299,1.0,299.0,1191.464499,170.0,342.0,81284.0,49.0,False,smoothed_bin_pchip,9.074804,0.006708,5.905809,True,cwhvm1_hw_cw_h,False,2899.431292,1,plots/vdyp_fitdiag_tfl6-cwhvm1_hw_cw_h.png,selected_curve_family_available
cwhvm2_hw_ba_m,CWHvm2_HW+BA,True,2418.081584,304,CWHvm2,CWH,vm,2.0,HW+BA,M,20.055922,natural_unmanaged,natural_or_existing_unmanaged,VDYP 7.33b public natural-stand strategy,p10_4_natural_curve_diagnostics,public_vdyp_curve_available,True,not_applicable,not_applicable,public_vdyp,reviewed_phase5_curve_candidate,Existing Phase 5 natural curve available for comparison.,phase10_natural_curve_diagnostics_only,not_model_input,299,1.0,299.0,1005.36405,175.0,299.0,44127.0,49.0,False,smoothed_bin_pchip,11.427377,0.010756,12.191464,True,cwhvm2_hw_ba_m,False,2418.081584,1,plots/vdyp_fitdiag_tfl6-cwhvm2_hw_ba_m.png,selected_curve_family_available
cwhvm1_hw_ss_h,CWHvm1_HW+SS,True,2240.217819,236,CWHvm1,CWH,vm,1.0,HW+SS,H,32.364407,natural_unmanaged,natural_or_existing_unmanaged,VDYP 7.33b public natural-stand strategy,p10_4_natural_curve_diagnostics,public_vdyp_curve_available,True,not_applicable,not_applicable,public_vdyp,reviewed_phase5_curve_candidate,Existing Phase 5 natural curve available for comparison.,phase10_natural_curve_diagnostics_only,not_model_input,299,1.0,299.0,1185.819949,170.0,228.0,53584.0,49.0,False,smoothed_bin_pchip,10.665948,0.008297,9.612593,True,cwhvm1_hw_ss_h,False,2240.217819,1,plots/vdyp_fitdiag_tfl6-cwhvm1_hw_ss_h.png,selected_curve_family_available
cwhvm1_hw_h,CWHvm1_HW,True,1645.046704,223,CWHvm1,CWH,vm,1.0,HW,H,31.363228,natural_unmanaged,natural_or_existing_unmanaged,VDYP 7.33b public natural-stand strategy,p10_4_natural_curve_diagnostics,public_vdyp_curve_available,True,not_applicable,not_applicable,public_vdyp,reviewed_phase5_curve_candidate,Existing Phase 5 natural curve available for comparison.,phase10_natural_curve_diagnostics_only,not_model_input,299,1.0,299.0,1022.037747,170.0,220.0,52675.0,49.0,False,smoothed_bin_pchip,7.463407,0.005834,4.599468,True,cwhvm1_hw_h,False,1645.046704,1,plots/vdyp_fitdiag_tfl6-cwhvm1_hw_h.png,selected_curve_family_available
cwhvm1_hw_l,CWHvm1_HW,True,1582.40532,375,CWHvm1,CWH,vm,1.0,HW,L,15.994667,natural_unmanaged,natural_or_existing_unmanaged,VDYP 7.33b public natural-stand strategy,p10_4_natural_curve_diagnostics,public_vdyp_curve_available,True,not_applicable,not_applicable,public_vdyp,reviewed_phase5_curve_candidate,Existing Phase 5 natural curve available for comparison.,phase10_natural_curve_diagnostics_only,not_model_input,299,1.0,299.0,736.515343,175.0,351.0,58283.0,49.0,False,smoothed_bin_pchip,10.441518,0.011551,10.981689,True,cwhvm1_hw_l,False,1582.40532,1,plots/vdyp_fitdiag_tfl6-cwhvm1_hw_l.png,selected_curve_family_available
cwhvm1_cw_h,CWHvm1_CW,True,1331.281287,131,CWHvm1,CWH,vm,1.0,CW,H,21.740458,natural_unmanaged,natural_or_existing_unmanaged,VDYP 7.33b public natural-stand strategy,p10_4_natural_curve_diagnostics,public_vdyp_curve_available,True,not_applicable,not_applicable,public_vdyp,reviewed_phase5_curve_candidate,Existing Phase 5 natural curve available for comparison.,phase10_natural_curve_diagnostics_only,not_model_input,299,1.0,299.0,964.98521,165.0,128.0,26194.0,49.0,False,smoothed_bin_pchip,13.072985,0.012541,14.582817,True,cwhvm1_cw_h,False,1331.281287,1,plots/vdyp_fitdiag_tfl6-cwhvm1_cw_h.png,selected_curve_family_available
cwhvm1_cw_yc_l,CWHvm1_CW+YC,True,1293.870013,93,CWHvm1,CWH,vm,1.0,CW+YC,L,10.129032,natural_unmanaged,natural_or_existing_unmanaged,VDYP 7.33b public natural-stand strategy,p10_4_natural_curve_diagnostics,public_vdyp_curve_available,True,not_applicable,not_applicable,public_vdyp,reviewed_phase5_curve_candidate,Existing Phase 5 natural curve available for comparison.,phase10_natural_curve_diagnostics_only,not_model_input,299,1.0,299.0,808.723787,155.0,91.0,11873.0,49.0,False,smoothed_bin_pchip,36.146393,0.032324,44.922137,True,cwhvm1_cw_yc_l,False,1293.870013,1,plots/vdyp_fitdiag_tfl6-cwhvm1_cw_yc_l.png,selected_curve_family_available
cwhvm1_hw_fdc_l,CWHvm1_HW+FDC,True,1288.9352,110,CWHvm1,CWH,vm,1.0,HW+FDC,L,27.363636,natural_unmanaged,natural_or_existing_unmanaged,VDYP 7.33b public natural-stand strategy,p10_4_natural_curve_diagnostics,public_vdyp_curve_available,True,not_applicable,not_applicable,public_vdyp,reviewed_phase5_curve_candidate,Existing Phase 5 natural curve available for comparison.,phase10_natural_curve_diagnostics_only,not_model_input,299,1.0,299.0,1153.230919,170.0,108.0,27607.0,49.0,False,smoothed_bin_pchip,8.386874,0.005706,5.124781,True,cwhvm1_hw_fdc_l,False,1288.9352,1,plots/vdyp_fitdiag_tfl6-cwhvm1_hw_fdc_l.png,selected_curve_family_available
cwhvm1_hw_dr_m,CWHvm1_HW+DR,True,1157.28499,148,CWHvm1,CWH,vm,1.0,HW+DR,M,27.52027,natural_unmanaged,natural_or_existing_unmanaged,VDYP 7.33b public natural-stand strategy,p10_4_natural_curve_diagnostics,public_vdyp_curve_available,True,not_applicable,not_applicable,public_vdyp,reviewed_phase5_curve_candidate,Existing Phase 5 natural curve available for comparison.,phase10_natural_curve_diagnostics_only,not_model_input,299,1.0,299.0,841.232533,155.0,146.0,35484.0,49.0,False,smoothed_bin_pchip,6.935976,0.006078,2.459533,True,cwhvm1_hw_dr_m,False,1157.28499,1,plots/vdyp_fitdiag_tfl6-cwhvm1_hw_dr_m.png,selected_curve_family_available
cwhvm2_hw_cw_h,CWHvm2_HW+CW,True,1136.408457,131,CWHvm2,CWH,vm,2.0,HW+CW,H,25.900763,natural_unmanaged,natural_or_existing_unmanaged,VDYP 7.33b public natural-stand strategy,p10_4_natural_curve_diagnostics,public_vdyp_curve_available,True,not_applicable,not_applicable,public_vdyp,reviewed_phase5_curve_candidate,Existing Phase 5 natural curve available for comparison.,phase10_natural_curve_diagnostics_only,not_model_input,299,1.0,299.0,988.67918,185.0,125.0,29846.0,49.0,False,smoothed_bin_pchip,7.077358,0.006706,5.187514,True,cwhvm2_hw_cw_h,False,1136.408457,1,plots/vdyp_fitdiag_tfl6-cwhvm2_hw_cw_h.png,selected_curve_family_available
cwhvh1_cw_hw_l,CWHvh1_CW+HW,True,1104.143424,175,CWHvh1,CWH,vh,1.0,CW+HW,L,12.234285,natural_unmanaged,natural_or_existing_unmanaged,VDYP 7.33b public natural-stand strategy,p10_4_natural_curve_diagnostics,public_vdyp_curve_available,True,not_applicable,not_applicable,public_vdyp,reviewed_phase5_curve_candidate,Existing Phase 5 natural curve available for comparison.,phase10_natural_curve_diagnostics_only,not_model_input,299,1.0,299.0,613.123038,165.0,172.0,24184.0,49.0,False,smoothed_bin_pchip,13.122967,0.018778,15.563198,True,cwhvh1_cw_hw_l,False,1104.143424,1,plots/vdyp_fitdiag_tfl6-cwhvh1_cw_hw_l.png,selected_curve_family_available
cwhvh1_cw_hw_h,CWHvh1_CW+HW,True,1076.780452,138,CWHvh1,CWH,vh,1.0,CW+HW,H,20.724638,natural_unmanaged,natural_or_existing_unmanaged,VDYP 7.33b public natural-stand strategy,p10_4_natural_curve_diagnostics,public_vdyp_curve_available,True,not_applicable,not_applicable,public_vdyp,reviewed_phase5_curve_candidate,Existing Phase 5 natural curve available for comparison.,phase10_natural_curve_diagnostics_only,not_model_input,299,1.0,299.0,797.604556,175.0,138.0,26066.0,49.0,False,smoothed_bin_pchip,8.50863,0.010046,7.16822,True,cwhvh1_cw_hw_h,False,1076.780452,1,plots/vdyp_fitdiag_tfl6-cwhvh1_cw_hw_h.png,selected_curve_family_available
cwhvm1_hw_dr_l,CWHvm1_HW+DR,True,983.327431,151,CWHvm1,CWH,vm,1.0,HW+DR,L,19.370861,natural_unmanaged,natural_or_existing_unmanaged,VDYP 7.33b public natural-stand strategy,p10_4_natural_curve_diagnostics,public_vdyp_curve_available,True,not_applicable,not_applicable,public_vdyp,reviewed_phase5_curve_candidate,Existing Phase 5 natural curve available for comparison.,phase10_natural_curve_diagnostics_only,not_model_input,299,1.0,299.0,740.151049,155.0,147.0,32470.0,49.0,False,smoothed_bin_pchip,7.968016,0.00942,5.818675,True,cwhvm1_hw_dr_l,False,983.327431,1,plots/vdyp_fitdiag_tfl6-cwhvm1_hw_dr_l.png,selected_curve_family_available
cwhvm1_hw_dr_h,CWHvm1_HW+DR,True,949.516627,133,CWHvm1,CWH,vm,1.0,HW+DR,H,31.766918,natural_unmanaged,natural_or_existing_unmanaged,VDYP 7.33b public natural-stand strategy,p10_4_natural_curve_diagnostics,public_vdyp_curve_available,True,not_applicable,not_applicable,public_vdyp,reviewed_phase5_curve_candidate,Existing Phase 5 natural curve available for comparison.,phase10_natural_curve_diagnostics_only,not_model_input,299,1.0,299.0,892.242516,160.0,132.0,30669.0,49.0,False,smoothed_bin_pchip,6.604656,0.0061,4.502838,True,cwhvm1_hw_dr_h,False,949.516627,1,plots/vdyp_fitdiag_tfl6-cwhvm1_hw_dr_h.png,selected_curve_family_available
cwhvm1_hw_ss_m,CWHvm1_HW+SS,True,928.457868,73,CWHvm1,CWH,vm,1.0,HW+SS,M,29.0,natural_unmanaged,natural_or_existing_unmanaged,VDYP 7.33b public natural-stand strategy,p10_4_natural_curve_diagnostics,public_vdyp_curve_available,True,not_applicable,not_applicable,public_vdyp,reviewed_phase5_curve_candidate,Existing Phase 5 natural curve available for comparison.,phase10_natural_curve_diagnostics_only,not_model_input,299,1.0,299.0,1193.283601,175.0,72.0,16550.0,49.0,False,smoothed_bin_pchip,8.165652,0.0056,4.262355,True,cwhvm1_hw_ss_m,False,928.457868,1,plots/vdyp_fitdiag_tfl6-cwhvm1_hw_ss_m.png,selected_curve_family_available
cwhvh1_cw_hw_m,CWHvh1_CW+HW,True,925.172952,122,CWHvh1,CWH,vh,1.0,CW+HW,M,15.721312,natural_unmanaged,natural_or_existing_unmanaged,VDYP 7.33b public natural-stand strategy,p10_4_natural_curve_diagnostics,public_vdyp_curve_available,True,not_applicable,not_applicable,public_vdyp,reviewed_phase5_curve_candidate,Existing Phase 5 natural curve available for comparison.,phase10_natural_curve_diagnostics_only,not_model_input,299,1.0,299.0,656.797342,170.0,118.0,20417.0,49.0,False,smoothed_bin_pchip,7.81674,0.010498,8.279581,True,cwhvh1_cw_hw_m,False,925.172952,1,plots/vdyp_fitdiag_tfl6-cwhvh1_cw_hw_m.png,selected_curve_family_available
cwhvm1_hw_fdc_h,CWHvm1_HW+FDC,True,888.764635,51,CWHvm1,CWH,vm,1.0,HW+FDC,H,30.90196,natural_unmanaged,natural_or_existing_unmanaged,VDYP 7.33b public natural-stand strategy,p10_4_natural_curve_diagnostics,public_vdyp_curve_available,True,not_applicable,not_applicable,public_vdyp,reviewed_phase5_curve_candidate,Existing Phase 5 natural curve available for comparison.,phase10_natural_curve_diagnostics_only,not_model_input,299,1.0,299.0,1231.651499,175.0,51.0,13001.0,49.0,False,smoothed_bin_pchip,8.936263,0.006161,5.607856,True,cwhvm1_hw_fdc_h,False,888.764635,1,plots/vdyp_fitdiag_tfl6-cwhvm1_hw_fdc_h.png,selected_curve_family_available
cwhvm2_hw_cw_m,CWHvm2_HW+CW,True,876.653905,117,CWHvm2,CWH,vm,2.0,HW+CW,M,18.350428,natural_unmanaged,natural_or_existing_unmanaged,VDYP 7.33b public natural-stand strategy,p10_4_natural_curve_diagnostics,public_vdyp_curve_available,True,not_applicable,not_applicable,public_vdyp,reviewed_phase5_curve_candidate,Existing Phase 5 natural curve available for comparison.,phase10_natural_curve_diagnostics_only,not_model_input,299,1.0,299.0,821.677435,180.0,114.0,14161.0,49.0,False,smoothed_bin_pchip,7.87973,0.009058,7.517202,True,cwhvm2_hw_cw_m,False,876.653905,1,plots/vdyp_fitdiag_tfl6-cwhvm2_hw_cw_m.png,selected_curve_family_available
cwhvh1_hw_cw_h,CWHvh1_HW+CW,True,858.724563,97,CWHvh1,CWH,vh,1.0,HW+CW,H,27.226805,natural_unmanaged,natural_or_existing_unmanaged,VDYP 7.33b public natural-stand strategy,p10_4_natural_curve_diagnostics,public_vdyp_curve_available,True,not_applicable,not_applicable,public_vdyp,reviewed_phase5_curve_candidate,Existing Phase 5 natural curve available for comparison.,phase10_natural_curve_diagnostics_only,not_model_input,299,1.0,299.0,1040.455135,165.0,96.0,20312.0,49.0,False,smoothed_bin_pchip,14.298672,0.012234,14.810063,True,cwhvh1_hw_cw_h,False,858.724563,1,plots/vdyp_fitdiag_tfl6-cwhvh1_hw_cw_h.png,selected_curve_family_available
cwhvm1_hw_fd_h,CWHvm1_HW+FD,True,812.542221,56,CWHvm1,CWH,vm,1.0,HW+FD,H,34.57143,natural_unmanaged,natural_or_existing_unmanaged,VDYP 7.33b public natural-stand strategy,p10_4_natural_curve_diagnostics,public_vdyp_curve_available,True,not_applicable,not_applicable,public_vdyp,reviewed_phase5_curve_candidate,Existing Phase 5 natural curve available for comparison.,phase10_natural_curve_diagnostics_only,not_model_input,299,1.0,299.0,1265.740272,170.0,56.0,12790.0,49.0,False,smoothed_bin_pchip,10.156873,0.007169,8.794143,True,cwhvm1_hw_fd_h,False,812.542221,1,plots/vdyp_fitdiag_tfl6-cwhvm1_hw_fd_h.png,selected_curve_family_available
cwhvh1_hw_cw_l,CWHvh1_HW+CW,True,749.479196,125,CWHvh1,CWH,vh,1.0,HW+CW,L,13.368,natural_unmanaged,natural_or_existing_unmanaged,VDYP 7.33b public natural-stand strategy,p10_4_natural_curve_diagnostics,public_vdyp_curve_available,True,not_applicable,not_applicable,public_vdyp,reviewed_phase5_curve_candidate,Existing Phase 5 natural curve available for comparison.,phase10_natural_curve_diagnostics_only,not_model_input,299,1.0,299.0,594.328732,180.0,117.0,19440.0,49.0,False,smoothed_bin_pchip,7.159752,0.010582,7.597317,True,cwhvh1_hw_cw_l,False,749.479196,1,plots/vdyp_fitdiag_tfl6-cwhvh1_hw_cw_l.png,selected_curve_family_available
cwhvm2_ba_hw_m,CWHvm2_BA+HW,True,737.724583,62,CWHvm2,CWH,vm,2.0,BA+HW,M,25.5,natural_unmanaged,natural_or_existing_unmanaged,VDYP 7.33b public natural-stand strategy,p10_4_natural_curve_diagnostics,public_vdyp_curve_available,True,not_applicable,not_applicable,public_vdyp,reviewed_phase5_curve_candidate,Existing Phase 5 natural curve available for comparison.,phase10_natural_curve_diagnostics_only,not_model_input,299,1.0,299.0,1105.856113,180.0,59.0,13773.0,49.0,False,smoothed_bin_pchip,8.088925,0.006122,4.043066,True,cwhvm2_ba_hw_m,False,737.724583,1,plots/vdyp_fitdiag_tfl6-cwhvm2_ba_hw_m.png,selected_curve_family_available
cwhvm1_cw_m,CWHvm1_CW,True,736.056723,149,CWHvm1,CWH,vm,1.0,CW,M,13.758389,natural_unmanaged,natural_or_existing_unmanaged,VDYP 7.33b public natural-stand strategy,p10_4_natural_curve_diagnostics,public_vdyp_curve_available,True,not_applicable,not_applicable,public_vdyp,reviewed_phase5_curve_candidate,Existing Phase 5 natural curve available for comparison.,phase10_natural_curve_diagnostics_only,not_model_input,299,1.0,299.0,686.356489,165.0,140.0,20035.0,49.0,False,smoothed_bin_pchip,37.330915,0.051088,28.900818,True,cwhvm1_cw_m,False,736.056723,1,plots/vdyp_fitdiag_tfl6-cwhvm1_cw_m.png,selected_curve_family_available
cwhvm2_hw_cw_l,CWHvm2_HW+CW,True,726.648803,139,CWHvm2,CWH,vm,2.0,HW+CW,L,12.215827,natural_unmanaged,natural_or_existing_unmanaged,VDYP 7.33b public natural-stand strategy,p10_4_natural_curve_diagnostics,public_vdyp_curve_available,True,not_applicable,not_applicable,public_vdyp,reviewed_phase5_curve_candidate,Existing Phase 5 natural curve available for comparison.,phase10_natural_curve_diagnostics_only,not_model_input,299,1.0,299.0,837.986982,160.0,134.0,15717.0,49.0,False,smoothed_bin_pchip,16.058348,0.0174,17.929704,True,cwhvm2_hw_cw_l,False,726.648803,1,plots/vdyp_fitdiag_tfl6-cwhvm2_hw_cw_l.png,selected_curve_family_available
cwhvm1_hw_fd_m,CWHvm1_HW+FD,True,678.283068,59,CWHvm1,CWH,vm,1.0,HW+FD,M,27.711864,natural_unmanaged,natural_or_existing_unmanaged,VDYP 7.33b public natural-stand strategy,p10_4_natural_curve_diagnostics,public_vdyp_curve_available,True,not_applicable,not_applicable,public_vdyp,reviewed_phase5_curve_candidate,Existing Phase 5 natural curve available for comparison.,phase10_natural_curve_diagnostics_only,not_model_input,299,1.0,299.0,1057.370417,185.0,54.0,12894.0,49.0,False,smoothed_bin_pchip,6.585817,0.005121,5.239549,True,cwhvm1_hw_fd_m,False,678.283068,1,plots/vdyp_fitdiag_tfl6-cwhvm1_hw_fd_m.png,selected_curve_family_available
