stratum_code,au_id,si_class,bec_group,species_combo,bec_zone_code,bec_subzone,bec_variant,bec_phase,stand_count,area_ha,mean_si,median_si,min_si,max_si,si_low_threshold_p35,si_high_threshold_p65,selected_top_90_stratum
CWHvm1_PLI+SX,cwhvm1_pli_sx_l,L,CWHvm1,PLI+SX,CWH,vm,1.0,,2,4.364153,14.5,14.5,14.0,15.0,17.25,18.25,False
CWHvm2_YC+FDC,cwhvm2_yc_fdc_l,L,CWHvm2,YC+FDC,CWH,vm,2.0,,1,4.337629,20.0,20.0,20.0,20.0,28.4,32.0,False
CWHvm2_DR,cwhvm2_dr_m,M,CWHvm2,DR,CWH,vm,2.0,,2,4.2711,20.5,20.5,19.0,22.0,16.45,22.85,False
MHmm1_HM,mhmm1_hm_l,L,MHmm1,HM,MH,mm,1.0,,1,4.188486,6.0,6.0,6.0,6.0,6.0,6.0,False
CWHvm2_PLI,cwhvm2_pli_l,L,CWHvm2,PLI,CWH,vm,2.0,,1,4.134814,14.0,14.0,14.0,14.0,14.0,14.0,False
CWHvm2_HW+SS,cwhvm2_hw_ss_m,M,CWHvm2,HW+SS,CWH,vm,2.0,,1,4.085634,19.0,19.0,19.0,19.0,16.0,22.0,False
CWHvh1_BA+SS,cwhvh1_ba_ss_l,L,CWHvh1,BA+SS,CWH,vh,1.0,,1,4.062584,24.0,24.0,24.0,24.0,24.0,24.0,False
CWHvm1_SX+BL,cwhvm1_sx_bl_l,L,CWHvm1,SX+BL,CWH,vm,1.0,,1,3.99875,18.0,18.0,18.0,18.0,18.0,18.0,False
CWHvh1_BA+HW,cwhvh1_ba_hw_l,L,CWHvh1,BA+HW,CWH,vh,1.0,,2,3.983301,18.0,18.0,17.0,19.0,20.2,23.2,False
CWHvm1_PL+CW,cwhvm1_pl_cw_m,M,CWHvm1,PL+CW,CWH,vm,1.0,,2,3.892393,13.5,13.5,13.0,14.0,10.45,18.25,False
CWHvh1_BA+CW,cwhvh1_ba_cw_h,H,CWHvh1,BA+CW,CWH,vh,1.0,,1,3.882325,24.0,24.0,24.0,24.0,22.05,22.95,False
CWHvm1_AC+SS,cwhvm1_ac_ss_l,L,CWHvm1,AC+SS,CWH,vm,1.0,,1,3.856337,34.0,34.0,34.0,34.0,34.0,34.0,False
CWHvm2_CW+HM,cwhvm2_cw_hm_h,H,CWHvm2,CW+HM,CWH,vm,2.0,,1,3.838062,10.0,10.0,10.0,10.0,9.35,9.65,False
CWHvh1_CW+DR,cwhvh1_cw_dr_m,M,CWHvh1,CW+DR,CWH,vh,1.0,,1,3.811334,19.0,19.0,19.0,19.0,17.8,20.2,False
CWHvm1_HM+YC,cwhvm1_hm_yc_m,M,CWHvm1,HM+YC,CWH,vm,1.0,,2,3.754917,7.0,7.0,7.0,7.0,6.0,7.35,False
CWHvh1_BA+HW,cwhvh1_ba_hw_m,M,CWHvh1,BA+HW,CWH,vh,1.0,,1,3.666577,22.0,22.0,22.0,22.0,20.2,23.2,False
CWHvm2_BA+DR,cwhvm2_ba_dr_l,L,CWHvm2,BA+DR,CWH,vm,2.0,,1,3.602181,26.0,26.0,26.0,26.0,26.0,26.0,False
MHmm1_YC+CW,mhmm1_yc_cw_l,L,MHmm1,YC+CW,MH,mm,1.0,,1,3.538968,6.0,6.0,6.0,6.0,8.1,9.9,False
MHmm1_HW,mhmm1_hw_h,H,MHmm1,HW,MH,mm,1.0,,1,3.524191,14.0,14.0,14.0,14.0,13.35,13.65,False
CWHvm1_HW+PL,cwhvm1_hw_pl_l,L,CWHvm1,HW+PL,CWH,vm,1.0,,1,3.168138,27.0,27.0,27.0,27.0,27.0,27.0,False
CWHvh1_SS+DR,cwhvh1_ss_dr_l,L,CWHvh1,SS+DR,CWH,vh,1.0,,1,3.05724,27.0,27.0,27.0,27.0,28.05,28.95,False
CWHvm1_YC+FDC,cwhvm1_yc_fdc_l,L,CWHvm1,YC+FDC,CWH,vm,1.0,,1,3.027126,36.0,36.0,36.0,36.0,36.0,36.0,False
CWHvm2_CW+FDC,cwhvm2_cw_fdc_l,L,CWHvm2,CW+FDC,CWH,vm,2.0,,1,3.023024,23.0,23.0,23.0,23.0,27.55,31.45,False
CWHvm1_AC+HW,cwhvm1_ac_hw_l,L,CWHvm1,AC+HW,CWH,vm,1.0,,1,2.948093,31.0,31.0,31.0,31.0,31.0,31.0,False
CWHvm1_PL+SX,cwhvm1_pl_sx_l,L,CWHvm1,PL+SX,CWH,vm,1.0,,1,2.931151,21.0,21.0,21.0,21.0,21.0,21.0,False
CWHvm2_FDC+YC,cwhvm2_fdc_yc_l,L,CWHvm2,FDC+YC,CWH,vm,2.0,,1,2.766708,36.0,36.0,36.0,36.0,36.0,36.0,False
CMAunp_YC+CW,cmaunp_yc_cw_l,L,CMAunp,YC+CW,CMA,unp,,,1,2.749719,11.0,11.0,11.0,11.0,11.0,11.0,False
CWHvm1_MB,cwhvm1_mb_l,L,CWHvm1,MB,CWH,vm,1.0,,1,2.643573,25.0,25.0,25.0,25.0,25.0,25.0,False
CWHvm2_HW+HW,cwhvm2_hw_hw_l,L,CWHvm2,HW+HW,CWH,vm,2.0,,1,2.596771,17.0,17.0,17.0,17.0,17.0,17.0,False
CWHvm1_CW+BA,cwhvm1_cw_ba_h,H,CWHvm1,CW+BA,CWH,vm,1.0,,2,2.266838,24.0,24.0,24.0,24.0,23.0,23.0,False
CWHvm2_HM+CW,cwhvm2_hm_cw_m,M,CWHvm2,HM+CW,CWH,vm,2.0,,2,2.062812,7.0,7.0,7.0,7.0,6.0,7.0,False
CMAunp_YC+HW,cmaunp_yc_hw_l,L,CMAunp,YC+HW,CMA,unp,,,1,1.700675,12.0,12.0,12.0,12.0,12.0,12.0,False
CWHvm2_FD+HW,cwhvm2_fd_hw_l,L,CWHvm2,FD+HW,CWH,vm,2.0,,1,1.668877,25.0,25.0,25.0,25.0,25.0,25.0,False
CWHvh1_BA+CW,cwhvh1_ba_cw_l,L,CWHvh1,BA+CW,CWH,vh,1.0,,1,1.659643,21.0,21.0,21.0,21.0,22.05,22.95,False
CWHvm2_HM+CW,cwhvm2_hm_cw_h,H,CWHvm2,HM+CW,CWH,vm,2.0,,1,1.62404,19.0,19.0,19.0,19.0,6.0,7.0,False
CWHvh1_DR+CW,cwhvh1_dr_cw_l,L,CWHvh1,DR+CW,CWH,vh,1.0,,1,1.604858,25.0,25.0,25.0,25.0,26.05,26.95,False
CWHvm1_YC,cwhvm1_yc_m,M,CWHvm1,YC,CWH,vm,1.0,,1,1.589249,8.0,8.0,8.0,8.0,7.0,16.5,False
CWHvh1_HW+PL,cwhvh1_hw_pl_l,L,CWHvh1,HW+PL,CWH,vh,1.0,,1,1.551412,16.0,16.0,16.0,16.0,16.0,16.0,False
CWHvh1_DR+SS,cwhvh1_dr_ss_l,L,CWHvh1,DR+SS,CWH,vh,1.0,,1,1.54659,11.0,11.0,11.0,11.0,18.7,25.3,False
CWHvh1_FD+HW,cwhvh1_fd_hw_l,L,CWHvh1,FD+HW,CWH,vh,1.0,,1,1.528387,16.0,16.0,16.0,16.0,19.15,21.85,False
CWHvm1_FD+CW,cwhvm1_fd_cw_h,H,CWHvm1,FD+CW,CWH,vm,1.0,,1,1.417967,31.0,31.0,31.0,31.0,27.75,29.25,False
MHmm1_YC+PL,mhmm1_yc_pl_l,L,MHmm1,YC+PL,MH,mm,1.0,,1,1.370537,5.0,5.0,5.0,5.0,5.7,6.0,False
CWHvm1_SS+BA,cwhvm1_ss_ba_h,H,CWHvm1,SS+BA,CWH,vm,1.0,,1,1.359868,36.0,36.0,36.0,36.0,31.0,31.0,False
CWHvm2_YC,cwhvm2_yc_m,M,CWHvm2,YC,CWH,vm,2.0,,1,1.345688,9.0,9.0,9.0,9.0,8.0,15.05,False
CWHvm1_FD+CW,cwhvm1_fd_cw_l,L,CWHvm1,FD+CW,CWH,vm,1.0,,1,1.329859,26.0,26.0,26.0,26.0,27.75,29.25,False
MHmm1_HM+CW,mhmm1_hm_cw_l,L,MHmm1,HM+CW,MH,mm,1.0,,1,1.323501,22.0,22.0,22.0,22.0,22.0,22.0,False
MHmm1_CW+HW,mhmm1_cw_hw_h,H,MHmm1,CW+HW,MH,mm,1.0,,2,1.310679,15.0,15.0,15.0,15.0,13.0,14.0,False
CWHvm1_HM+CW,cwhvm1_hm_cw_l,L,CWHvm1,HM+CW,CWH,vm,1.0,,1,1.198865,16.0,16.0,16.0,16.0,16.0,16.0,False
CWHvm1_HM+BA,cwhvm1_hm_ba_m,M,CWHvm1,HM+BA,CWH,vm,1.0,,1,1.114207,8.0,8.0,8.0,8.0,7.1,10.7,False
CWHvm2_FDC+CW,cwhvm2_fdc_cw_l,L,CWHvm2,FDC+CW,CWH,vm,2.0,,1,1.113936,21.0,21.0,21.0,21.0,21.0,21.0,False
CWHvm2_SX,cwhvm2_sx_l,L,CWHvm2,SX,CWH,vm,2.0,,1,1.090537,14.0,14.0,14.0,14.0,14.0,14.0,False
CWHvm2_SS,cwhvm2_ss_l,L,CWHvm2,SS,CWH,vm,2.0,,1,1.064954,31.0,31.0,31.0,31.0,31.0,31.0,False
CWHvm1_YC+BA,cwhvm1_yc_ba_l,L,CWHvm1,YC+BA,CWH,vm,1.0,,1,1.051314,22.0,22.0,22.0,22.0,24.1,25.9,False
CWHvh1_YC+PL,cwhvh1_yc_pl_l,L,CWHvh1,YC+PL,CWH,vh,1.0,,1,1.042015,5.0,5.0,5.0,5.0,6.4,7.6,False
CWHvh1_YC+PL,cwhvh1_yc_pl_h,H,CWHvh1,YC+PL,CWH,vh,1.0,,1,1.038779,9.0,9.0,9.0,9.0,6.4,7.6,False
CWHvm1_BA+CW,cwhvm1_ba_cw_m,M,CWHvm1,BA+CW,CWH,vm,1.0,,1,0.98527,26.0,26.0,26.0,26.0,24.2,28.7,False
CWHvh1_YC,cwhvh1_yc_l,L,CWHvh1,YC,CWH,vh,1.0,,1,0.85277,8.0,8.0,8.0,8.0,8.35,8.65,False
CWHvh1_CW+BA,cwhvh1_cw_ba_h,H,CWHvh1,CW+BA,CWH,vh,1.0,,2,0.852725,19.5,19.5,19.0,20.0,16.15,18.85,False
CWHvm1_HM+BA,cwhvm1_hm_ba_l,L,CWHvm1,HM+BA,CWH,vm,1.0,,1,0.799891,5.0,5.0,5.0,5.0,7.1,10.7,False
CWHvm2_YC+DR,cwhvm2_yc_dr_l,L,CWHvm2,YC+DR,CWH,vm,2.0,,1,0.797639,16.0,16.0,16.0,16.0,16.0,16.0,False
CWHvh1_YC,cwhvh1_yc_h,H,CWHvh1,YC,CWH,vh,1.0,,1,0.639299,9.0,9.0,9.0,9.0,8.35,8.65,False
CWHvm2_SS+HW,cwhvm2_ss_hw_h,H,CWHvm2,SS+HW,CWH,vm,2.0,,1,0.51378,31.0,31.0,31.0,31.0,25.8,28.2,False
CWHvm1_PL+HW,cwhvm1_pl_hw_l,L,CWHvm1,PL+HW,CWH,vm,1.0,,1,0.370918,18.0,18.0,18.0,18.0,19.05,19.95,False
MHmm1_CW+YC,mhmm1_cw_yc_l,L,MHmm1,CW+YC,MH,mm,1.0,,1,0.213975,13.0,13.0,13.0,13.0,13.0,13.0,False
CWHvm1_FD+BA,cwhvm1_fd_ba_l,L,CWHvm1,FD+BA,CWH,vm,1.0,,1,0.1233,31.0,31.0,31.0,31.0,31.0,31.0,False
CWHvm1_PLI+AT,cwhvm1_pli_at_l,L,CWHvm1,PLI+AT,CWH,vm,1.0,,1,0.039348,21.0,21.0,21.0,21.0,21.0,21.0,False
CWHvm1_BA,cwhvm1_ba_h,H,CWHvm1,BA,CWH,vm,1.0,,1,0.001884,30.0,30.0,30.0,30.0,29.0,29.0,False
